name,region
kafka:gcp_sg_prod.notification.channels_email,sg
kafka:gcp_sg_prod.notification.channels_email_slow,sg
kafka:gcp_sg_prod.notification.channels_push,sg
kafka:gcp_sg_prod.notification.channels_sms,sg
kafka:gcp_sg_prod.notification.channels_system-notification,sg
kafka:gcp_sg_prod.notification.channels_webhook,sg
kafka:gcp_sg_prod.notification.channels_webhook_retry,sg
kafka:gcp_sg_prod.notification.channels_webhook_slow,sg
kafka:gcp_sg_prod.notification.events,sg
kafka:gcp_sg_prod.notification.history_email,sg
kafka:gcp_sg_prod.notification.history_push,sg
kafka:gcp_sg_prod.notification.history_sms,sg
kafka:gcp_sg_prod.notification.history_webhook,sg
kafka:gcp_sg_prod.platform.account_service.account_domain_events.0,sg
kafka:gcp_sg_prod.platform.account_service.account_domain_events.1,sg
kafka:gcp_sg_prod.platform.account_service.client_legal_entity_domain_events.0,sg
kafka:gcp_sg_prod.platform.accounting.journal_entry,sg
kafka:gcp_sg_prod.risk.ip_sync_event,sg
kafka:gcp_sg_prod.risk_ns.create_case,sg
kafka:gcp_sg_prod.risk_ns.name_screening_request,sg
kafka:gcp_sg_prod.risk_ns.screen_result,sg
kafka:gcp_sg_prod.scale.onboarding_service.invitation.accepted,sg
kafka:gcp_sg_prod.scale.rfi_service.rfi_session_domain_event,sg
kafka:gcp_sg_prod.scale.task_banner.events,sg
kafka:gcp_sg_prod_ISS_AUTHORIZATION_ADVICE_EVENT_TOPIC,sg
kafka:gcp_sg_prod_account_service_user_profile_change,sg
kafka:gcp_sg_prod_acquiring_merchant_event_topic,sg
kafka:gcp_sg_prod_acquiring_payment_executor_capture_request_amex,sg
kafka:gcp_sg_prod_acquiring_payment_executor_capture_request_mastercard,sg
kafka:gcp_sg_prod_acquiring_payment_executor_capture_request_upi,sg
kafka:gcp_sg_prod_acquiring_payment_executor_capture_request_visa,sg
kafka:gcp_sg_prod_attempt_expire_topic,sg
kafka:gcp_sg_prod_authapi_local,sg
kafka:gcp_sg_prod_billing_fee_configuration_event,sg
kafka:gcp_sg_prod_billing_fee_event_0,sg
kafka:gcp_sg_prod_clearing_house_clearing_output_topic,sg
kafka:gcp_sg_prod_clearing_house_fee_details_topic,sg
kafka:gcp_sg_prod_clearing_house_send_fee_msg_to_settlement_event_topic,sg
kafka:gcp_sg_prod_clearing_house_settlement_request_event_topic,sg
kafka:gcp_sg_prod_clearing_house_settlement_result_event_topic,sg
kafka:gcp_sg_prod_clearing_transaction_event_topic,sg
kafka:gcp_sg_prod_core_banking_async_report_task,sg
kafka:gcp_sg_prod_core_banking_balance_activity_events,sg
kafka:gcp_sg_prod_core_banking_cw3_balance_activity_events,sg
kafka:gcp_sg_prod_core_banking_financial_transaction_events,sg
kafka:gcp_sg_prod_core_banking_order_search_documents,sg
kafka:gcp_sg_prod_fee_clearing_event_topic,sg
kafka:gcp_sg_prod_financial_transaction_core_transaction_request,sg
kafka:gcp_sg_prod_fraud_auth_result_event_topic,sg
kafka:gcp_sg_prod_fraud_case_creation_event_topic,sg
kafka:gcp_sg_prod_fraud_case_update_event_topic,sg
kafka:gcp_sg_prod_fraud_provider_response_creation_event_topic,sg
kafka:gcp_sg_prod_gtpn_payout_created_event,sg
kafka:gcp_sg_prod_gtpn_transaction_events,sg
kafka:gcp_sg_prod_individual_kyc_case_status_changed_event,sg
kafka:gcp_sg_prod_individual_kyc_case_sync_event,sg
kafka:gcp_sg_prod_integrations_connection_events,sg
kafka:gcp_sg_prod_internal_payment_update_fusion_event_topic,sg
kafka:gcp_sg_prod_invoice_item_domain_event,sg
kafka:gcp_sg_prod_iss_ft_event_sg_topic,sg
kafka:gcp_sg_prod_kyb_domain_events,sg
kafka:gcp_sg_prod_kyc_domain_event,sg
kafka:gcp_sg_prod_metric_platform.event.user_signin_event,sg
kafka:gcp_sg_prod_midas_account_price_update_event,sg
kafka:gcp_sg_prod_midas_record_topic,sg
kafka:gcp_sg_prod_order_aggregation_order_events,sg
kafka:gcp_sg_prod_order_ledger_event,sg
kafka:gcp_sg_prod_pa.post_authorization_transaction_fail_events,sg
kafka:gcp_sg_prod_pa.post_fraud_transaction_events,sg
kafka:gcp_sg_prod_pa.pre_fraud_transaction_events,sg
kafka:gcp_sg_prod_pa.risk.post_fraud_transaction_events,sg
kafka:gcp_sg_prod_pa.risk.pre_fraud_transaction_events,sg
kafka:gcp_sg_prod_pa_internal_notification_event_topic,sg
kafka:gcp_sg_prod_pa_schedule_endpoint_topic,sg
kafka:gcp_sg_prod_payment_core_clearing_event_topic,sg
kafka:gcp_sg_prod_payment_core_event_topic,sg
kafka:gcp_sg_prod_payment_core_event_topic,unknown
kafka:gcp_sg_prod_rails_gateway_connector_command,sg
kafka:gcp_sg_prod_rails_gateway_connector_result,sg
kafka:gcp_sg_prod_rails_gateway_decrypted_data,sg
kafka:gcp_sg_prod_rails_gateway_raw_dehydrated_data,sg
kafka:gcp_sg_prod_rails_gateway_raw_entry,sg
kafka:gcp_sg_prod_rails_gateway_statement_entry,sg
kafka:gcp_sg_prod_reconciliation_bank_funds_result_topic,sg
kafka:gcp_sg_prod_reconciliation_result_topic,sg
kafka:gcp_sg_prod_reconciliation_settlement_bank_statement,sg
kafka:gcp_sg_prod_refund_received_event_topic,sg
kafka:gcp_sg_prod_rfi_domain_event,sg
kafka:gcp_sg_prod_risk_decision_events,sg
kafka:gcp_sg_prod_risk_list_topic,sg
kafka:gcp_sg_prod_risk_safeguarding_topic,sg
kafka:gcp_sg_prod_risk_tm_events,sg
kafka:gcp_sg_prod_settlement_batch_record_topic,sg
kafka:gcp_sg_prod_settlement_entry_record_topic,sg
kafka:gcp_sg_prod_spend_management_domain_transactions,sg
kafka:gcp_sg_prod_spend_management_receipt_sync_commands,sg
kafka:gcp_sg_prod_spend_management_sync_results,sg
kafka:gcp_sg_prod_tm.transaction_deposit_post_events,sg
kafka:gcp_sg_prod_tm.transaction_deposit_pre_events,sg
kafka:gcp_sg_prod_tm.transaction_payment_post_events,sg
kafka:gcp_sg_prod_tm.transaction_payment_pre_events,sg
kafka:gcp_sg_prod_tm_case_events,sg
kafka:gcp_sg_prod_tm_name_screen_request_events,sg
kafka:gcp_sg_prod_tm_name_screen_result,sg
kafka:gcp_sg_prod_tm_payment_events,sg
kafka:gcp_sg_prod_update_fusion_transaction_info_event_topic,sg
kafka:gcp_sg_prod_visa_authorizations,sg
kafka:gcp_us_PROD_CARD_COMMAND_TOPIC,us
