fromService,fromRegion,fromLabel,toService,toRegion,toLabel
kafka:awx.fx.liquidity.engine.rekeyed.entrepot.position,unknown,MessageQueue,ali-prod-tk-liquidity-engine,tk,Service
kafka:awx.fx.quote.ref.quote.v4,unknown,MessageQueue,gcp-prod-us-mcp-quote-service,unknown,Service
kafka:awx.fx.quote.ref.quote.v4,unknown,MessageQueue,gcp-prod-hk-mcp-quote-service,hk,Service
kafka:awx.fx.quote.ref.quote.v4,unknown,MessageQueue,gcp-prod-sg-mcp-quote-service,sg,Service
kafka:awx.notification.alert_event,unknown,MessageQueue,ali-prod-tk-notification-engine,tk,Service
kafka:awx.notification.notification_event,unknown,MessageQueue,gcp-prod-sg-airstream-bridge,sg,Service
kafka:awx.observable.fwd.curves.and.prices,unknown,MessageQueue,ali-prod-tk-airstream-bridge,tk,Service
kafka:awx.observable.fwd.curves.and.prices,unknown,MessageQueue,ali-prod-tk-risk-monitor,tk,Service
kafka:awx.pricing.lp_price.carded,unknown,MessageQueue,ali-prod-tk-pricing-engine,tk,Service
kafka:awx.pricing.lp_price.carded,unknown,MessageQueue,ali-prod-tk-price-monitor,tk,Service
kafka:awx.pricing.lp_price.carded,unknown,MessageQueue,ref-rates-feed,unknown,Service
kafka:awx.pricing.lp_price.live,unknown,MessageQueue,ali-prod-tk-price-monitor,tk,Service
kafka:awx.pricing.lp_price.live,unknown,MessageQueue,ali-prod-tk-ref-rates-feed-eu,tk,Service
kafka:awx.pricing.lp_price.live,unknown,MessageQueue,ali-prod-tk-apm-spot-price-aggregator,tk,Service
kafka:awx.pricing.lp_price.live,unknown,MessageQueue,ali-prod-tk-ref-rates-feed,tk,Service
kafka:awx.pricing.lp_price.live.refinitiv,unknown,MessageQueue,ref-rates-feed-eu,unknown,Service
kafka:awx.pricing.lp_price.live.refinitiv,unknown,MessageQueue,ref-rates-feed,unknown,Service
kafka:awx.pricing.lp_price.live.refinitiv,unknown,MessageQueue,ali-prod-tk-price-monitor,tk,Service
kafka:awx.pricing.lp_price.live.refinitiv,unknown,MessageQueue,ali-prod-tk-apm-spot-price-aggregator,tk,Service
kafka:awx.pricing.lp_price.reference,unknown,MessageQueue,ali-prod-tk-ref-rates-feed,tk,Service
kafka:awx.pricing.lp_price.reference,unknown,MessageQueue,ali-prod-tk-pricing-engine,tk,Service
kafka:awx.pricing.lp_price.reference,unknown,MessageQueue,ali-prod-tk-price-monitor,tk,Service
kafka:awx.pricing.lp_price.reference,unknown,MessageQueue,ali-prod-tk-ref-rates-feed-eu,tk,Service
kafka:awx.revenue.rule.events,hk,MessageQueue,ali-prod-hk-conversion-api,hk,Service
kafka:awx.revenue.rule.events,unknown,MessageQueue,gcp-prod-sg-order-api,sg,Service
kafka:awx.revenue.rule.events,unknown,MessageQueue,gcp-prod-sg-conversion-api,sg,Service
kafka:awx.venue.execution.events,unknown,MessageQueue,ali-prod-tk-fx-trading-event-purifier,tk,Service
kafka:awx.venue.execution.events.remote,unknown,MessageQueue,ali-prod-tk-fx-trading-event-purifier,tk,Service
kafka:awx.venue.order.events.remote,unknown,MessageQueue,ali-prod-tk-fx-trading-event-purifier,tk,Service
kafka:awx.venue.order.events.remote,unknown,MessageQueue,gcp-prod-syd-macq-fix-adapter,unknown,Service
kafka:gcp_hk_prod.acquiring.getpaid.invoice_payment.0,hk,MessageQueue,getpaidsubscription,hk,Service
kafka:gcp_hk_prod.acquiring.getpaid.invoice_payment.0,hk,MessageQueue,xeropaymentservice,hk,Service
kafka:gcp_hk_prod.acquiring.getpaid.invoice_payment.0,hk,MessageQueue,getpaidinvoice,hk,Service
kafka:gcp_hk_prod.airwallexpay.airwallex_pay_service.transaction_journal,hk,MessageQueue,airwallexpayclearing,sg,Service
kafka:gcp_hk_prod.airwallexpay.airwallex_pay_service.transaction_journal,hk,MessageQueue,accountingservice,hk,Service
kafka:gcp_hk_prod.approval.request,hk,MessageQueue,approval-service,hk,Service
kafka:gcp_hk_prod.approval.status,hk,MessageQueue,gtpntransferservice,hk,Service
kafka:gcp_hk_prod.approval.status,hk,MessageQueue,spend-management-service-prod,hk,Service
kafka:gcp_hk_prod.approval.updates,hk,MessageQueue,gtpntransferservice,hk,Service
kafka:gcp_hk_prod.approval.updates,hk,MessageQueue,bill-pay-service-prod,hk,Service
kafka:gcp_hk_prod.notification.channels_email,hk,MessageQueue,notificationchannels,hk,Service
kafka:gcp_hk_prod.notification.channels_email_slow,hk,MessageQueue,notificationchannels,hk,Service
kafka:gcp_hk_prod.notification.channels_one_off_email,hk,MessageQueue,notificationchannels,hk,Service
kafka:gcp_hk_prod.notification.channels_push,hk,MessageQueue,notificationchannels,hk,Service
kafka:gcp_hk_prod.notification.channels_sms,hk,MessageQueue,notificationchannels,hk,Service
kafka:gcp_hk_prod.notification.channels_system-notification,hk,MessageQueue,notificationchannels,hk,Service
kafka:gcp_hk_prod.notification.history_email,hk,MessageQueue,notification-management,hk,Service
kafka:gcp_hk_prod.notification.history_push,hk,MessageQueue,notification-management,hk,Service
kafka:gcp_hk_prod.notification.history_sms,hk,MessageQueue,notification-management,hk,Service
kafka:gcp_hk_prod.notification.history_webhook,hk,MessageQueue,notification-management,hk,Service
kafka:gcp_hk_prod.platform.accounting.journal_entry,hk,MessageQueue,accountingservice,hk,Service
kafka:gcp_hk_prod.risk_ns.create_case,hk,MessageQueue,risk-name-screening-management,hk,Service
kafka:gcp_hk_prod.scale.scale_connect_service.scale_domain_events.0,hk,MessageQueue,scale-notification-service,hk,Service
kafka:gcp_hk_prod.scale.task_banner.events,hk,MessageQueue,task-banner-service,hk,Service
kafka:gcp_hk_prod_acquiring_capture_status_updated_event,hk,MessageQueue,papaymentcaptureprocessor,hk,Service
kafka:gcp_hk_prod_acquiring_payment_executor_capture_request_amex,hk,MessageQueue,paclearingfileprocessoramex,hk,Service
kafka:gcp_hk_prod_acquiring_payment_executor_capture_request_jcb,hk,MessageQueue,paclearingprocessorjcb,hk,Service
kafka:gcp_hk_prod_acquiring_payment_executor_capture_request_mastercard,hk,MessageQueue,paadaptormastercard,hk,Service
kafka:gcp_hk_prod_acquiring_payment_executor_capture_request_upi,hk,MessageQueue,pafileprocessorupi,hk,Service
kafka:gcp_hk_prod_acquiring_payment_executor_capture_request_visa,hk,MessageQueue,paadaptorvisa,hk,Service
kafka:gcp_hk_prod_attempt_expire_topic,hk,MessageQueue,pacore,hk,Service
kafka:gcp_hk_prod_billing_fee_configuration_event,hk,MessageQueue,iss-fee-service-0,us,Service
kafka:gcp_hk_prod_billing_fee_event_0,hk,MessageQueue,app-billing,hk,Service
kafka:gcp_hk_prod_billing_fee_event_0,us,MessageQueue,app-billing,hk,Service
kafka:gcp_hk_prod_clearing_house_clearing_output_topic,hk,MessageQueue,pareconciliation,hk,Service
kafka:gcp_hk_prod_clearing_house_clearing_output_topic,hk,MessageQueue,pareconciliation,sg,Service
kafka:gcp_hk_prod_clearing_house_fee_details_topic,hk,MessageQueue,pafusionapp,hk,Service
kafka:gcp_hk_prod_clearing_house_send_fee_msg_to_settlement_event_topic,hk,MessageQueue,financialtransaction,hk,Service
kafka:gcp_hk_prod_clearing_house_settlement_request_event_topic,hk,MessageQueue,financialtransaction,hk,Service
kafka:gcp_hk_prod_clearing_house_settlement_result_event_topic,hk,MessageQueue,workflowengine-service,hk,Service
kafka:gcp_hk_prod_clearing_house_settlement_result_event_topic,unknown,MessageQueue,ecosystemintegrationplatform,hk,Service
kafka:gcp_hk_prod_clearing_house_settlement_result_event_topic,hk,MessageQueue,pafusionapp,hk,Service
kafka:gcp_hk_prod_clearing_house_settlement_result_event_topic,hk,MessageQueue,pafundsplits,hk,Service
kafka:gcp_hk_prod_clearing_house_settlement_result_event_topic,hk,MessageQueue,ecosystemintegrationplatform,unknown,Service
kafka:gcp_hk_prod_clearing_transaction_event_topic,hk,MessageQueue,pafinance,hk,Service
kafka:gcp_hk_prod_core_banking_async_report_task,hk,MessageQueue,pafusionapp,hk,Service
kafka:gcp_hk_prod_core_banking_async_report_task,hk,MessageQueue,finance-order-aggregation-service,hk,Service
kafka:gcp_hk_prod_core_banking_async_report_task,hk,MessageQueue,financialtransaction,hk,Service
kafka:gcp_hk_prod_dispute_event_topic,hk,MessageQueue,pafusionapp,hk,Service
kafka:gcp_hk_prod_dispute_event_topic,hk,MessageQueue,pamerchantevent,hk,Service
kafka:gcp_hk_prod_dispute_event_topic,hk,MessageQueue,papcidisputemastercard,hk,Service
kafka:gcp_hk_prod_dispute_event_topic,hk,MessageQueue,paclearingfileprocessoramex,hk,Service
kafka:gcp_hk_prod_dispute_event_topic,hk,MessageQueue,papcidisputevisa,hk,Service
kafka:gcp_hk_prod_dispute_risk_event_topic,hk,MessageQueue,risk-signifyd-adaptor,hk,Service
kafka:gcp_hk_prod_fee_clearing_event_topic,hk,MessageQueue,paclearinghouse,hk,Service
kafka:gcp_hk_prod_financial_transaction_core_transaction_request,hk,MessageQueue,financialtransaction,hk,Service
kafka:gcp_hk_prod_fraud_auth_result_event_topic,hk,MessageQueue,fraud-case,hk,Service
kafka:gcp_hk_prod_fraud_case_creation_event_topic,hk,MessageQueue,fraud-case,hk,Service
kafka:gcp_hk_prod_fraud_case_update_event_topic,hk,MessageQueue,pacore,hk,Service
kafka:gcp_hk_prod_fraud_provider_response_creation_event_topic,hk,MessageQueue,fraud-case,hk,Service
kafka:gcp_hk_prod_individual_kyc_case_status_changed_event,hk,MessageQueue,iss-cardholder-service-0,us,Service
kafka:gcp_hk_prod_integrations_connection_events,hk,MessageQueue,spend-management-sync-service-prod,hk,Service
kafka:gcp_hk_prod_integrations_connection_events,hk,MessageQueue,spend-xero-sync-prod,hk,Service
kafka:gcp_hk_prod_internal_payment_update_fusion_event_topic,hk,MessageQueue,pafusionapp,hk,Service
kafka:gcp_hk_prod_invoice_item_domain_event,hk,MessageQueue,hologram-gateway-alpha,hk,Service
kafka:gcp_hk_prod_iss_ft_event_hk_topic,us,MessageQueue,financialtransaction,hk,Service
kafka:gcp_hk_prod_issuing_core_banking_grpc_request,hk,MessageQueue,financialtransaction,hk,Service
kafka:gcp_hk_prod_kyb_domain_events,hk,MessageQueue,onboarding-service,hk,Service
kafka:gcp_hk_prod_kyc_domain_event,hk,MessageQueue,risk-kyb-service,hk,Service
kafka:gcp_hk_prod_kyc_domain_event,hk,MessageQueue,paonboarding,hk,Service
kafka:gcp_hk_prod_kyc_domain_event,hk,MessageQueue,scale-notification-service,hk,Service
kafka:gcp_hk_prod_midas_record_topic,hk,MessageQueue,app-midas4awx-api,hk,Service
kafka:gcp_hk_prod_midas_record_topic,us,MessageQueue,app-midas4awx-api,hk,Service
kafka:gcp_hk_prod_orderCancel_ledger_event,hk,MessageQueue,accountingservice,hk,Service
kafka:gcp_hk_prod_order_ledger_event,us,MessageQueue,accountingservice,hk,Service
kafka:gcp_hk_prod_order_ledger_event,hk,MessageQueue,accountingservice,hk,Service
kafka:gcp_hk_prod_pa.post_fraud_transaction_events,hk,MessageQueue,risk-signifyd-adaptor,hk,Service
kafka:gcp_hk_prod_pa.risk.post_fraud_transaction_events,hk,MessageQueue,fraud-detection,hk,Service
kafka:gcp_hk_prod_pa_internal_notification_event_topic,hk,MessageQueue,pacore,hk,Service
kafka:gcp_hk_prod_pa_schedule_endpoint_topic,hk,MessageQueue,paschedule,hk,Service
kafka:gcp_hk_prod_payment_core_clearing_event_topic,hk,MessageQueue,paclearinghouse,hk,Service
kafka:gcp_hk_prod_payment_core_event_topic,hk,MessageQueue,patspgateway,hk,Service
kafka:gcp_hk_prod_payment_core_event_topic,hk,MessageQueue,papaymentlink,hk,Service
kafka:gcp_hk_prod_payment_core_event_topic,hk,MessageQueue,ecosystemintegrationplatform,unknown,Service
kafka:gcp_hk_prod_payment_core_event_topic,unknown,MessageQueue,ecosystemintegrationplatform,hk,Service
kafka:gcp_hk_prod_payment_core_event_topic,hk,MessageQueue,pafusionapp,hk,Service
kafka:gcp_hk_prod_payment_core_event_topic,hk,MessageQueue,getpaidinvoicepayment,hk,Service
kafka:gcp_hk_prod_payment_core_event_topic,hk,MessageQueue,pamerchantevent,hk,Service
kafka:gcp_hk_prod_payment_executor_transaction_status_topic,hk,MessageQueue,pacore,hk,Service
kafka:gcp_hk_prod_rails_gateway_statement_entry,sg,MessageQueue,appdirectdebitservice,hk,Service
kafka:gcp_hk_prod_reconciliation_settlement_bank_statement,hk,MessageQueue,pareconciliation,hk,Service
kafka:gcp_hk_prod_reconciliation_settlement_bank_statement,hk,MessageQueue,pareconciliation,sg,Service
kafka:gcp_hk_prod_refund_received_event_topic,hk,MessageQueue,pacore,hk,Service
kafka:gcp_hk_prod_risk_list_topic,hk,MessageQueue,tm-list-management,hk,Service
kafka:gcp_hk_prod_risk_safeguarding_topic,unknown,MessageQueue,tm-transaction-processor,alihk,Service
kafka:gcp_hk_prod_risk_tm_events,alihk,MessageQueue,hologram-gateway,hk,Service
kafka:gcp_hk_prod_risk_tm_events,alihk,MessageQueue,appdirectdebitservice,hk,Service
kafka:gcp_hk_prod_risk_tm_events,alihk,MessageQueue,depositservice,hk,Service
kafka:gcp_hk_prod_risk_tm_events,alihk,MessageQueue,apptransactionservice,hk,Service
kafka:gcp_hk_prod_settlement_batch_record_topic,hk,MessageQueue,pareconciliation,sg,Service
kafka:gcp_hk_prod_settlement_batch_record_topic,hk,MessageQueue,pareconciliation,hk,Service
kafka:gcp_hk_prod_settlement_batch_record_topic,hk,MessageQueue,paclearinghouse,hk,Service
kafka:gcp_hk_prod_settlement_entry_record_topic,hk,MessageQueue,paclearinghouse,hk,Service
kafka:gcp_hk_prod_spend_management_domain_transactions,hk,MessageQueue,spend-management-service-prod,hk,Service
kafka:gcp_hk_prod_spend_management_notes_sync_commands,hk,MessageQueue,spend-management-sync-service-prod,hk,Service
kafka:gcp_hk_prod_spend_management_receipt_sync_commands,hk,MessageQueue,spend-management-sync-service-prod,hk,Service
kafka:gcp_hk_prod_spend_management_sync_results,hk,MessageQueue,spend-management-service-prod,hk,Service
kafka:gcp_hk_prod_tm_case_result,alihk,MessageQueue,tm-transaction-processor,alihk,Service
kafka:gcp_hk_prod_tm_name_screen_request_events,alihk,MessageQueue,tm-transaction-processor,alihk,Service
kafka:gcp_hk_prod_tm_name_screen_request_events,alihk,MessageQueue,tm-name-screening-service,alihk,Service
kafka:gcp_hk_prod_tm_name_screen_result,alihk,MessageQueue,airwallex-compliance-tm-manager,alihk,Service
kafka:gcp_hk_prod_tm_name_screen_result,alihk,MessageQueue,tm-transaction-processor,alihk,Service
kafka:gcp_hk_prod_tm_payment_events,alihk,MessageQueue,tm-transaction-processor,alihk,Service
kafka:gcp_hk_prod_tsp_token_status_topic,hk,MessageQueue,pacore,hk,Service
kafka:gcp_hk_prod_tsp_token_topic,hk,MessageQueue,patspgateway,hk,Service
kafka:gcp_hk_prod_tsp_token_topic,hk,MessageQueue,patspgateway,sg,Service
kafka:gcp_hk_prod_tsp_token_topic,hk,MessageQueue,patspgateway,nl,Service
kafka:gcp_hk_prod_tsp_token_topic,hk,MessageQueue,patspgateway,us,Service
kafka:gcp_hk_prod_visa_authorizations,hk,MessageQueue,paadaptorvisa,hk,Service
kafka:gcp_hk_prod_visa_authorizations,hk,MessageQueue,pavisaetl,hk,Service
kafka:gcp_hk_prod_wxpay_notification_topic,hk,MessageQueue,paexecutorwallet,hk,Service
kafka:gcp_nl_prod.notification.history_webhook,nl,MessageQueue,notification-management,sg,Service
kafka:gcp_nl_prod.notification.history_webhook,nl,MessageQueue,notification-management,hk,Service
kafka:gcp_nl_prod.notification.history_webhook,nl,MessageQueue,notification-management,nl,Service
kafka:gcp_nl_prod.risk.ip_sync_event,nl,MessageQueue,risk-data-service,alihk,Service
kafka:gcp_nl_prod_acquiring_capture_status_updated_event,nl,MessageQueue,papaymentcaptureprocessor,nl,Service
kafka:gcp_nl_prod_acquiring_payment_executor_capture_request_mastercard,nl,MessageQueue,paadaptormastercard,nl,Service
kafka:gcp_nl_prod_acquiring_payment_executor_capture_request_valitor,nl,MessageQueue,paadaptorvalitor,nl,Service
kafka:gcp_nl_prod_acquiring_payment_executor_capture_request_visa,nl,MessageQueue,paadaptorvisa,nl,Service
kafka:gcp_nl_prod_attempt_expire_topic,nl,MessageQueue,pacore,nl,Service
kafka:gcp_nl_prod_clearing_house_clearing_output_topic,nl,MessageQueue,pareconciliation,nl,Service
kafka:gcp_nl_prod_clearing_house_clearing_output_topic,nl,MessageQueue,pareconciliation,sg,Service
kafka:gcp_nl_prod_clearing_house_fee_details_topic,nl,MessageQueue,pafusionapp,nl,Service
kafka:gcp_nl_prod_clearing_house_send_fee_msg_to_settlement_event_topic,nl,MessageQueue,financialtransaction,sg,Service
kafka:gcp_nl_prod_clearing_house_send_fee_msg_to_settlement_event_topic,nl,MessageQueue,financialtransaction,nl,Service
kafka:gcp_nl_prod_clearing_house_settlement_request_event_topic,nl,MessageQueue,financialtransaction,nl,Service
kafka:gcp_nl_prod_clearing_house_settlement_request_event_topic,nl,MessageQueue,financialtransaction,sg,Service
kafka:gcp_nl_prod_clearing_house_settlement_result_event_topic,nl,MessageQueue,pafusionapp,nl,Service
kafka:gcp_nl_prod_clearing_house_settlement_result_event_topic,nl,MessageQueue,workflowengine-service,unknown,Service
kafka:gcp_nl_prod_clearing_house_settlement_result_event_topic,nl,MessageQueue,pafundsplits,nl,Service
kafka:gcp_nl_prod_clearing_house_settlement_result_event_topic,unknown,MessageQueue,workflowengine-service,sg,Service
kafka:gcp_nl_prod_clearing_transaction_event_topic,nl,MessageQueue,pafinance,nl,Service
kafka:gcp_nl_prod_dispute_event_topic,nl,MessageQueue,papcidisputevisa,nl,Service
kafka:gcp_nl_prod_dispute_event_topic,nl,MessageQueue,paclearingfileprocessoramex,nl,Service
kafka:gcp_nl_prod_dispute_event_topic,nl,MessageQueue,papcidisputemastercard,nl,Service
kafka:gcp_nl_prod_dispute_event_topic,nl,MessageQueue,pafusionapp,nl,Service
kafka:gcp_nl_prod_dispute_event_topic,nl,MessageQueue,pamerchantevent,nl,Service
kafka:gcp_nl_prod_dispute_risk_event_topic,nl,MessageQueue,risk-signifyd-adaptor,nl,Service
kafka:gcp_nl_prod_fee_clearing_event_topic,nl,MessageQueue,paclearinghouse,nl,Service
kafka:gcp_nl_prod_financial_transaction_core_transaction_request,hk,MessageQueue,financialtransaction,nl,Service
kafka:gcp_nl_prod_fraud_auth_result_event_topic,nl,MessageQueue,fraud-case,nl,Service
kafka:gcp_nl_prod_fraud_case_creation_event_topic,nl,MessageQueue,fraud-case,nl,Service
kafka:gcp_nl_prod_fraud_case_update_event_topic,nl,MessageQueue,pacore,nl,Service
kafka:gcp_nl_prod_fraud_provider_response_creation_event_topic,nl,MessageQueue,fraud-case,nl,Service
kafka:gcp_nl_prod_internal_payment_update_fusion_event_topic,nl,MessageQueue,pafusionapp,nl,Service
kafka:gcp_nl_prod_iss_ft_event_nl_topic,us,MessageQueue,financialtransaction,nl,Service
kafka:gcp_nl_prod_midas_record_topic_to_hk,nl,MessageQueue,app-midas4awx-api,hk,Service
kafka:gcp_nl_prod_order_ledger_event,nl,MessageQueue,accountingservice,hk,Service
kafka:gcp_nl_prod_pa.post_fraud_transaction_events,nl,MessageQueue,risk-signifyd-adaptor,nl,Service
kafka:gcp_nl_prod_pa.risk.post_fraud_transaction_events,nl,MessageQueue,fraud-detection,nl,Service
kafka:gcp_nl_prod_pa_internal_notification_event_topic,nl,MessageQueue,pacore,nl,Service
kafka:gcp_nl_prod_pa_schedule_endpoint_topic,nl,MessageQueue,paschedule,nl,Service
kafka:gcp_nl_prod_payment_core_clearing_event_topic,nl,MessageQueue,paclearinghouse,nl,Service
kafka:gcp_nl_prod_payment_core_event_topic,nl,MessageQueue,papaymentlink,nl,Service
kafka:gcp_nl_prod_payment_core_event_topic,nl,MessageQueue,getpaidinvoicepayment,nl,Service
kafka:gcp_nl_prod_payment_core_event_topic,nl,MessageQueue,patspgateway,nl,Service
kafka:gcp_nl_prod_payment_core_event_topic,nl,MessageQueue,pamerchantevent,nl,Service
kafka:gcp_nl_prod_payment_core_event_topic,nl,MessageQueue,pafusionapp,nl,Service
kafka:gcp_nl_prod_refund_received_event_topic,nl,MessageQueue,pacore,nl,Service
kafka:gcp_nl_prod_tsp_token_status_topic,nl,MessageQueue,pacore,nl,Service
kafka:gcp_nl_prod_visa_authorizations,nl,MessageQueue,paadaptorvisa,nl,Service
kafka:gcp_nl_prod_visa_authorizations,nl,MessageQueue,pavisaetl,nl,Service
kafka:gcp_sg_PROD_CARD_COMMAND_TOPIC,sg,MessageQueue,iss-card-service-0,sg,Service
kafka:gcp_sg_PROD_CARD_COMMAND_TOPIC,sg,MessageQueue,iss-reissue-service-0,sg,Service
kafka:gcp_sg_PROD_CARD_COMMAND_TOPIC,sg,MessageQueue,iss-pci-card-service-0,sg,Service
kafka:gcp_sg_PROD_CARD_HOLDER_EVENT_TOPIC,sg,MessageQueue,iss-transaction-views-service-0,sg,Service
kafka:gcp_sg_PROD_CARD_HOLDER_EVENT_TOPIC,sg,MessageQueue,iss-card-service-0,sg,Service
kafka:gcp_sg_PROD_CARD_HOLDER_EVENT_TOPIC,sg,MessageQueue,iss-cardholder-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_3DS_EVENT_TOPIC,sg,MessageQueue,iss-webhook-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_AUTHORIZATION_TX_TOPIC,sg,MessageQueue,iss-webhook-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_AUTHORIZATION_TX_TOPIC,sg,MessageQueue,iss-transaction-views-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_AUTHORIZATION_TX_TOPIC,sg,MessageQueue,iss-fee-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_AUTHORIZATION_TX_TOPIC,sg,MessageQueue,iss-post-auth-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_AUTHORIZATION_TX_TOPIC,sg,MessageQueue,iss-dtoken-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_CARD_CHANGE_EVENT_API_TOPIC,sg,MessageQueue,spend-management-service-prod,sg,Service
kafka:gcp_sg_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1-gcp_sg_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1-repartition,sg,MessageQueue,iss-event-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_CARD_EVENT_TOPIC,sg,MessageQueue,iss-fee-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_CARD_EVENT_TOPIC,sg,MessageQueue,iss-transaction-views-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_CARD_EVENT_TOPIC,sg,MessageQueue,iss-webhook-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_CARD_EVENT_TOPIC,sg,MessageQueue,iss-core-services-adapter-0,sg,Service
kafka:gcp_sg_PROD_ISS_CARD_OWNERS_EVENT_TOPIC,sg,MessageQueue,iss-transaction-views-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_CARD_SPEND_EVENT_TOPIC,sg,MessageQueue,iss-transaction-views-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_DIGITAL_TOKEN_EVENT_TOPIC,sg,MessageQueue,iss-transaction-views-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_DIGITAL_TOKEN_EVENT_TOPIC,sg,MessageQueue,iss-webhook-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_DIGITAL_TOKEN_EVENT_TOPIC,sg,MessageQueue,iss-pci-dtoken-integration-0,sg,Service
kafka:gcp_sg_PROD_ISS_DIGITAL_TOKEN_NOTIFICATION_EVENT_TOPIC,us,MessageQueue,iss-dtoken-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_OUTSTANDING_AUTHORIZATION_CHANGE_TOPIC,sg,MessageQueue,iss-transaction-views-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_PCI_CARD_EVENT_TOPIC,sg,MessageQueue,iss-webhook-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_PCI_CARD_EVENT_TOPIC,sg,MessageQueue,iss-card-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_PCI_CARD_EVENT_TOPIC,sg,MessageQueue,iss-pci-dtoken-integration-0,sg,Service
kafka:gcp_sg_PROD_ISS_STATUS_UPDATE_TOPIC,sg,MessageQueue,iss-pci-dtoken-integration-0,sg,Service
kafka:gcp_sg_PROD_ISS_STATUS_UPDATE_TOPIC,sg,MessageQueue,iss-pci-card-service-0,sg,Service
kafka:gcp_sg_PROD_ISS_WALLET_EVENT_TOPIC,sg,MessageQueue,iss-post-auth-service-0,sg,Service
kafka:gcp_sg_prod.approval.request,sg,MessageQueue,approval-service,sg,Service
kafka:gcp_sg_prod.approval.status,sg,MessageQueue,spend-management-service-prod,sg,Service
kafka:gcp_sg_prod.approval.status,sg,MessageQueue,gtpntransferservice,sg,Service
kafka:gcp_sg_prod.approval.updates,sg,MessageQueue,bill-pay-service-prod,sg,Service
kafka:gcp_sg_prod.approval.updates,sg,MessageQueue,gtpntransferservice,sg,Service
kafka:gcp_sg_prod.gtpn.rails_api_gateway.remittance_status_update_event.0,sg,MessageQueue,depositservice,sg,Service
kafka:gcp_sg_prod.notification.channels_email,sg,MessageQueue,notificationchannels,sg,Service
kafka:gcp_sg_prod.notification.channels_email_slow,sg,MessageQueue,notificationchannels,sg,Service
kafka:gcp_sg_prod.notification.channels_push,sg,MessageQueue,notificationchannels,sg,Service
kafka:gcp_sg_prod.notification.channels_sms,sg,MessageQueue,notificationchannels,sg,Service
kafka:gcp_sg_prod.notification.channels_system-notification,sg,MessageQueue,notificationchannels,sg,Service
kafka:gcp_sg_prod.notification.history_email,sg,MessageQueue,notification-management,sg,Service
kafka:gcp_sg_prod.notification.history_push,sg,MessageQueue,notification-management,sg,Service
kafka:gcp_sg_prod.notification.history_sms,sg,MessageQueue,notification-management,sg,Service
kafka:gcp_sg_prod.notification.history_webhook,sg,MessageQueue,notification-management,sg,Service
kafka:gcp_sg_prod.platform.account_service.account_domain_events.0,sg,MessageQueue,amazonpsppenrollment,sg,Service
kafka:gcp_sg_prod.platform.account_service.account_domain_events.1,sg,MessageQueue,paonboarding,sg,Service
kafka:gcp_sg_prod.platform.account_service.account_domain_events.1,sg,MessageQueue,workflowengine-service,sg,Service
kafka:gcp_sg_prod.platform.account_service.account_domain_events.1,sg,MessageQueue,scale-fee-service,sg,Service
kafka:gcp_sg_prod.platform.account_service.account_domain_events.1,sg,MessageQueue,app-billing,sg,Service
kafka:gcp_sg_prod.platform.account_service.account_domain_events.1,sg,MessageQueue,scale-notification-service,sg,Service
kafka:gcp_sg_prod.platform.account_service.account_domain_events.1,sg,MessageQueue,clientvbaservice,sg,Service
kafka:gcp_sg_prod.platform.account_service.client_legal_entity_domain_events.0,sg,MessageQueue,scale-notification-service,sg,Service
kafka:gcp_sg_prod.platform.accounting.journal_entry,sg,MessageQueue,accountingservice,sg,Service
kafka:gcp_sg_prod.risk.ip_sync_event,sg,MessageQueue,risk-data-service,alihk,Service
kafka:gcp_sg_prod.risk_ns.create_case,sg,MessageQueue,risk-name-screening-management,sg,Service
kafka:gcp_sg_prod.scale.task_banner.events,sg,MessageQueue,task-banner-service,sg,Service
kafka:gcp_sg_prod_ISS_AUTHORIZATION_ADVICE_EVENT_TOPIC,sg,MessageQueue,iss-authorization-service-0,sg,Service
kafka:gcp_sg_prod_account_service_user_profile_change,sg,MessageQueue,iss-cardholder-service-0,sg,Service
kafka:gcp_sg_prod_acquiring_payment_executor_capture_request_amex,sg,MessageQueue,paclearingfileprocessoramex,sg,Service
kafka:gcp_sg_prod_acquiring_payment_executor_capture_request_mastercard,sg,MessageQueue,paadaptormastercard,sg,Service
