fromService,fromRegion,fromLabel,toService,toRegion,toLabel
clientvbaservice,sg,Service,postgresql:wallet,sg,DB
clientvbaservice,hk,Service,kafka:aliyun_hk_prod_midas_record_topic,hk,MessageQueue
clientvbaservice,hk,Service,kafka:gcp_hk_prod.notification.events,hk,MessageQueue
clientvbaservice,hk,Service,postgresql:clientbankaccountservice,hk,DB
clientvbaservice,hk,Service,redis,hk,DB
clientvbaservice,hk,Service,airboardng-api,alihk,Service
clientvbaservice,sg,Service,kafka:prod_gtpn_global_account_lifecycle_events,sg,MessageQueue
clientvbaservice,hk,Service,awx-account-service,alihk,Service
clientvbaservice,hk,Service,appbankaccountverificationservice,hk,Service
clientvbaservice,sg,Service,railsgateway,sg,Service
clientvbaservice,sg,Service,kafka:gcp_sg_prod_midas_record_topic,sg,MessageQueue
clientvbaservice,hk,Service,moneyhouseservice,hk,Service
clientvbaservice,hk,Service,postgresql:wallet,hk,DB
clientvbaservice,sg,Service,airboardng-api,sg,Service
clientvbaservice,hk,Service,kafka:prod_gtpn_global_account_lifecycle_events,hk,MessageQueue
clientvbaservice,hk,Service,railsgateway,hk,Service
clientvbaservice,hk,Service,kafka:aliyun_hk_prod.gtpn.client_bank_account.linked_bank_account_lifecycle.0,hk,MessageQueue
clientvbaservice,sg,Service,moneyhouseservice,sg,Service
clientvbaservice,sg,Service,redis,sg,DB
clientvbaservice,sg,Service,postgresql:clientbankaccountservice,sg,DB
compliance-graphql,alihk,Service,individual-kyc,hk,Service
compliance-graphql,alihk,Service,tm-transaction-processor,alihk,Service
compliance-graphql,sg,Service,airwallex-compliance-tm-manager,sg,Service
compliance-graphql,sg,Service,individual-kyc,sg,Service
compliance-graphql,sg,Service,etawxocs,sg,Service
compliance-graphql,sg,Service,airwallex-tm-case-management,sg,Service
compliance-graphql,sg,Service,clientvbaservice,sg,Service
compliance-graphql,alihk,Service,airwallex-tm-case-management,alihk,Service
compliance-graphql,alihk,Service,airwallex-airboard-ng-auth-graphql-server,hk,Service
compliance-graphql,sg,Service,airwallex-fileservice,sg,Service
compliance-graphql,alihk,Service,rfi-service,hk,Service
compliance-graphql,alihk,Service,etawxocs,hk,Service
compliance-graphql,alihk,Service,tm-list-management,hk,Service
compliance-graphql,sg,Service,airboardng-api,sg,Service
compliance-graphql,alihk,Service,clientvbaservice,hk,Service
compliance-graphql,alihk,Service,awx-account-service-ro,alihk,Service
compliance-graphql,sg,Service,tm-transaction-processor,sg,Service
compliance-graphql,sg,Service,awx-account-service-sg-ro,sg,Service
compliance-graphql,alihk,Service,tm-decision-engine,alihk,Service
compliance-graphql,alihk,Service,airwallex-compliance-tm-manager,alihk,Service
compliance-graphql,alihk,Service,tm-name-screening-service,alihk,Service
compliance-graphql,sg,Service,airwallex-airboard-ng-auth-graphql-server,sg,Service
compliance-graphql,sg,Service,risk-industry-category-service,sg,Service
compliance-graphql,alihk,Service,risk-industry-category-service,hk,Service
compliance-graphql,sg,Service,rulesengine,sg,Service
compliance-graphql,alihk,Service,rules-engine,alihk,Service
compliance-graphql,alihk,Service,airwallex-fileservice,alihk,Service
compliance-graphql,alihk,Service,airboardng-api,alihk,Service
creditadviceservice,hk,Service,kafka:prod_gtpn_credit_advice_email_internal,hk,MessageQueue
creditadviceservice,hk,Service,kafka:aliyun_hk_prod.gtpn.proxy_collection_lifecycle.refund.0,unknown,MessageQueue
creditadviceservice,hk,Service,clientvbaservice,hk,Service
creditadviceservice,hk,Service,airwallex-fileservice,alihk,Service
creditadviceservice,sg,Service,kafka:prod_gtpn_credit_advice_events,sg,MessageQueue
creditadviceservice,sg,Service,kafka:gcp_sg_prod.notification.events,sg,MessageQueue
creditadviceservice,sg,Service,kafka:gcp_sg_prod_midas_record_topic,sg,MessageQueue
creditadviceservice,sg,Service,kafka:prod_gtpn_credit_advice_status_update,sg,MessageQueue
creditadviceservice,sg,Service,postgresql:creditadvice,sg,DB
creditadviceservice,hk,Service,finance-core-banking-api-gateway,hk,Service
creditadviceservice,hk,Service,apptransactionservice,hk,Service
creditadviceservice,hk,Service,com.airwallex.corebanking.grpc.deposit.CoreBankingDepositRpc,hk,Service
creditadviceservice,hk,Service,postgresql:creditadvice,hk,DB
creditadviceservice,hk,Service,kafka:aliyun_hk_prod_midas_record_topic,hk,MessageQueue
creditadviceservice,hk,Service,kafka:prod_gtpn_credit_advice_events,hk,MessageQueue
creditadviceservice,sg,Service,kafka:prod_gtpn_transaction_events,sg,MessageQueue
creditadviceservice,hk,Service,railsapigateway,unknown,Service
creditadviceservice,hk,Service,awx-account-service,alihk,Service
creditadviceservice,hk,Service,railsapigateway,hk,Service
creditadviceservice,sg,Service,clientvbaservice,sg,Service
creditadviceservice,hk,Service,kafka:gcp_hk_prod.notification.events,hk,MessageQueue
creditadviceservice,sg,Service,kafka:prod_gtpn_credit_advice_email_internal,sg,MessageQueue
creditadviceservice,hk,Service,kafka:aliyun_hk_prod.gtpn.proxy_collection_lifecycle.credit.0,hk,MessageQueue
creditadviceservice,sg,Service,prod-core-banking-api-gateway,sg,Service
creditadviceservice,hk,Service,kafka:prod_gtpn_credit_advice_status_update,hk,MessageQueue
creditadviceservice,hk,Service,kafka:prod_gtpn_transaction_events,hk,MessageQueue
creditadviceservice,sg,Service,apptransactionservice,sg,Service
data-mesh-cb-pipeline-service,sg,Service,postgresql:pipeline_service,sg,DB
data-mesh-fp-pipeline-service,sg,Service,postgresql:pipeline_service,sg,DB
data-mesh-fx-pipeline-service,sg,Service,postgresql:pipeline_service,sg,DB
data-mesh-gtpn-pipeline-service,sg,Service,postgresql:pipeline_service,sg,DB
data-mesh-issuing-pipeline-service,sg,Service,postgresql:pipeline_service,sg,DB
data-mesh-pa-pipeline-service,sg,Service,postgresql:pipeline_service,sg,DB
data-mesh-pipeline-service,sg,Service,postgresql:pipeline_service,sg,DB
data-mesh-scale-pipeline-service,sg,Service,postgresql:pipeline_service,sg,DB
data-mesh-sme-pipeline-service,sg,Service,postgresql:pipeline_service,sg,DB
depositservice,hk,Service,clientvbaservice,hk,Service
depositservice,hk,Service,postgresql:depositservice,hk,DB
depositservice,hk,Service,redis,hk,DB
depositservice,sg,Service,clientvbaservice,sg,Service
depositservice,hk,Service,awx-account-service,alihk,Service
depositservice,sg,Service,redis,sg,DB
depositservice,sg,Service,postgresql:depositservice,sg,DB
ecommercedataservice,hk,Service,kafka:prod_gtpn_ecommerce_data_service_order,hk,MessageQueue
ecommercedataservice,hk,Service,postgresql:ecommercedataservice,hk,DB
ecommercedataservice,hk,Service,etawxocs,hk,Service
ecosystemappservice,hk,Service,postgresql:ecosystemappservice,hk,DB
ecosystemintegrationplatform,hk,Service,temporal.api.workflowservice.v1.WorkflowService,hk,Service
ecosystemintegrationplatform,sg,Service,ecosystemintegrationplatform-sg-prod,sg,Service
ecosystemintegrationplatform,hk,Service,ecosystemintegrationplatform-hk-prod,sg,Service
ecosystemintegrationplatform,sg,Service,temporal.api.workflowservice.v1.WorkflowService,sg,Service
ecosystemintegrationplatform-hk-prod,hk,Service,integrationsauthmanagement,hk,Service
enrollmentservice,hk,Service,redis,hk,DB
enrollmentservice,hk,Service,kafka:prod_gtpn_enrollment_events,hk,MessageQueue
enrollmentservice,hk,Service,airwallex-fileservice,alihk,Service
enrollmentservice,hk,Service,etawxocs,hk,Service
enrollmentservice,sg,Service,redis,sg,DB
enrollmentservice,hk,Service,postgresql:enrollment,hk,DB
enrollmentservice,sg,Service,postgresql:enrollment,sg,DB
enrollmentservice,hk,Service,awx-account-service,alihk,Service
enrollmentservice,hk,Service,railsgateway,hk,Service
etawxocs,hk,Service,kafka:prod_sme.marketplace.store.create,hk,MessageQueue
etawxocs,hk,Service,postgresql:et_awx_ocs,hk,DB
etawxocs,hk,Service,kafka:prod_gtpn_ordermatching_events,hk,MessageQueue
etawxocs,sg,Service,redis,sg,DB
etawxocs,hk,Service,airwallex-fileservice,alihk,Service
etawxocs,sg,Service,postgresql:et_awx_ocs,sg,DB
etawxocs,hk,Service,awx-account-service,alihk,Service
etawxocs,hk,Service,redis,hk,DB
etawxocsamazon,hk,Service,redis,hk,DB
etawxocsebay,hk,Service,redis,hk,DB
execution-monitor,unknown,Service,kafka:awx.execution.monitor.keyed.trade.captured,unknown,MessageQueue
execution-monitor,unknown,Service,kafka:awx.execution.monitor.keyed.aggregation.events,unknown,MessageQueue
execution-monitor,unknown,Service,kafka:awx.execution.monitor.keyed.client.trade.captured,unknown,MessageQueue
execution-monitor,unknown,Service,kafka:awx.execution.monitor.aggregation.summary.events,unknown,MessageQueue
execution-monitor,unknown,Service,kafka:execution-monitor-monitor-aggregation-store-changelog,unknown,MessageQueue
execution-monitor,unknown,Service,kafka:execution-monitor-monitor-trade-store-changelog,unknown,MessageQueue
execution-monitor,unknown,Service,kafka:execution-monitor-monitor-client-trade-store-changelog,unknown,MessageQueue
execution-signaler,unknown,Service,kafka:execution-signaler-execution.signaler.state-changelog,unknown,MessageQueue
expense-categorization-prod,hk,Service,postgresql:categorization,hk,DB
expense-categorization-prod,hk,Service,spend-management-service-prod,hk,Service
expense-categorization-prod,sg,Service,iss-transaction-views-service-0,sg,Service
expense-categorization-prod,hk,Service,iss-transaction-views-service-0,us,Service
expense-categorization-prod,sg,Service,temporal.api.workflowservice.v1.WorkflowService,sg,Service
expense-categorization-prod,hk,Service,temporal.api.workflowservice.v1.WorkflowService,hk,Service
expense-categorization-prod,sg,Service,postgresql:categorization,sg,DB
finance-app-fee-engine,hk,Service,awx-account-service,alihk,Service
finance-app-fee-engine,hk,Service,kafka:gcp_nl_prod_financial_transaction_core_transaction_request,hk,MessageQueue
finance-app-fee-engine,hk,Service,postgresql:fee_engine,hk,DB
finance-app-fee-engine,hk,Service,kafka:gcp_hk_prod_financial_transaction_core_transaction_request,hk,MessageQueue
finance-balance-monitor,hk,Service,kafka:wallet-balance-monitor-prod-wallet-balance-store-changelog,hk,MessageQueue
finance-balance-notification,hk,Service,postgresql:balancenotification,hk,DB
finance-client-wallet-events,hk,Service,postgresql:client_ledger,hk,DB
finance-client-wallet-v2,hk,Service,finance-order-aggregation-service,hk,Service
finance-client-wallet-v2,hk,Service,finance-client-wallet-v3,hk,Service
finance-client-wallet-v2,hk,Service,postgresql:client_ledger,hk,DB
finance-client-wallet-v2,hk,Service,ali-prod-hk-pricing-api,hk,Service
finance-client-wallet-v3,hk,Service,postgresql:client_ledger,unknown,DB
finance-client-wallet-v3,hk,Service,postgresql:client_wallet_v3,hk,DB
finance-client-wallet-v3,unknown,Service,postgresql:client_ledger,hk,DB
finance-client-wallet-v3-event-service,hk,Service,kafka:aliyun_hk_prod_core_banking_balance_activity_events,hk,MessageQueue
finance-client-wallet-v3-event-service,hk,Service,postgresql:client_wallet_v3,hk,DB
finance-client-wallet-v3-event-service,hk,Service,kafka:aliyun_hk_prod_core_banking_cw3_balance_activity_events,hk,MessageQueue
finance-core-banking-api-gateway,hk,Service,finance-client-wallet-v2,hk,Service
finance-core-banking-api-gateway,hk,Service,com.airwallex.corebanking.grpc.financialtransaction.rpc.FinancialTransactionRpcV2,hk,Service
finance-core-banking-api-gateway,hk,Service,finance-funding-source-service,hk,Service
finance-core-banking-api-gateway,hk,Service,finance-report-concierge-service,hk,Service
finance-core-banking-api-gateway,hk,Service,finance-client-wallet-v3,hk,Service
finance-core-banking-api-gateway,hk,Service,finance-order-aggregation-service,hk,Service
finance-core-banking-api-gateway,hk,Service,com.airwallex.corebanking.financialtransaction.grpc.FinancialTransactionRpc,hk,Service
finance-core-banking-api-gateway,hk,Service,clientvbaservice,hk,Service
finance-core-banking-api-gateway,hk,Service,awx-account-service,alihk,Service
finance-core-banking-api-gateway,hk,Service,authorisation-service,hk,Service
finance-core-banking-api-gateway,hk,Service,finance-balance-notification,hk,Service
finance-core-banking-api-gateway,hk,Service,ali-prod-hk-conversion-api,hk,Service
finance-funding-source-service,hk,Service,clientvbaservice,hk,Service
finance-funding-source-service,hk,Service,postgresql:fundingsourceservice,hk,DB
finance-lending-service,hk,Service,postgresql:lendingservice,hk,DB
finance-lending-service,hk,Service,finance-core-banking-api-gateway,hk,Service
finance-order-aggregation-service,hk,Service,kafka:gcp_hk_prod.notification.events,hk,MessageQueue
finance-order-aggregation-service,hk,Service,postgresql:orderaggregation,hk,DB
finance-order-aggregation-service,hk,Service,kafka:aliyun_hk_prod_core_banking_order_search_documents,hk,MessageQueue
finance-order-aggregation-service,hk,Service,temporal.api.workflowservice.v1.WorkflowService,hk,Service
finance-order-aggregation-service,hk,Service,ali-prod-hk-pricing-api,hk,Service
finance-order-aggregation-service,hk,Service,airwallex-fileservice,alihk,Service
finance-order-aggregation-service,hk,Service,finance-report-concierge-service,hk,Service
finance-order-aggregation-service,hk,Service,clientvbaservice,hk,Service
finance-order-aggregation-service,hk,Service,awx-account-service,alihk,Service
finance-order-aggregation-service,hk,Service,kafka:aliyun_hk_prod_order_aggregation_order_events,hk,MessageQueue
finance-report-concierge-service,hk,Service,kafka:gcp_hk_prod_core_banking_async_report_task,hk,MessageQueue
finance-report-concierge-service,hk,Service,airwallex-fileservice,alihk,Service
finance-report-concierge-service,hk,Service,temporal.api.workflowservice.v1.WorkflowService,hk,Service
finance-report-concierge-service,hk,Service,kafka:gcp_hk_prod.notification.events,hk,MessageQueue
finance-report-concierge-service,hk,Service,postgresql:reportconciergeservice,hk,DB
finance-subwallet-management-api,hk,Service,postgresql:client_wallet_v3,hk,DB
financialtransaction,sg,Service,kafka:prod_settlement_fusion_fts_settlement_fee_billing,sg,MessageQueue
financialtransaction,nl,Service,temporal.api.workflowservice.v1.WorkflowService,nl,Service
financialtransaction,sg,Service,kafka:gcp_sg_prod_core_banking_financial_transaction_events,sg,MessageQueue
financialtransaction,sg,Service,riskreserve,sg,Service
financialtransaction,hk,Service,kafka:gcp_hk_prod_order_ledger_event,hk,MessageQueue
financialtransaction,hk,Service,redis,hk,DB
financialtransaction,sg,Service,postgresql:financialtransaction,sg,DB
financialtransaction,nl,Service,riskreserve,nl,Service
financialtransaction,hk,Service,awx-account-service,alihk,Service
financialtransaction,nl,Service,kafka:gcp_nl_prod_core_banking_financial_transaction_events,nl,MessageQueue
financialtransaction,sg,Service,temporal.api.workflowservice.v1.WorkflowService,sg,Service
financialtransaction,sg,Service,redis,sg,DB
financialtransaction,hk,Service,kafka:gcp_hk_prod_clearing_house_settlement_result_event_topic,hk,MessageQueue
financialtransaction,hk,Service,airwallex-fileservice,alihk,Service
financialtransaction,hk,Service,finance-client-wallet-v2,hk,Service
financialtransaction,sg,Service,kafka:prod_settlement_fusion_fts_settlement_batches,sg,MessageQueue
financialtransaction,hk,Service,kafka:prod_settlement_fusion_fts_settlement_fee_billing,hk,MessageQueue
financialtransaction,hk,Service,finance-order-aggregation-service,hk,Service
financialtransaction,hk,Service,kafka:gcp_hk_prod_core_banking_financial_transaction_events,hk,MessageQueue
financialtransaction,sg,Service,prod-client-wallet-v2,sg,Service
financialtransaction,sg,Service,airwallex-fileservice,sg,Service
financialtransaction,nl,Service,kafka:prod_settlement_fusion_fts_settlement_fee,nl,MessageQueue
financialtransaction,nl,Service,finance-client-wallet-v2,hk,Service
financialtransaction,sg,Service,kafka:gcp_sg_prod_clearing_house_settlement_result_event_topic,sg,MessageQueue
financialtransaction,nl,Service,pamerchantcenter,nl,Service
financialtransaction,nl,Service,kafka:gcp_nl_prod_clearing_house_settlement_result_event_topic,nl,MessageQueue
financialtransaction,nl,Service,postgresql:financialtransaction,nl,DB
financialtransaction,sg,Service,kafka:prod_settlement_fusion_fts_transactions,sg,MessageQueue
financialtransaction,nl,Service,kafka:prod_settlement_fusion_fts_settlement_fee_billing,nl,MessageQueue
financialtransaction,sg,Service,pamerchantcenter,sg,Service
financialtransaction,hk,Service,kafka:prod_settlement_fusion_fts_settlement_fee,hk,MessageQueue
financialtransaction,nl,Service,finance-order-aggregation-service,hk,Service
financialtransaction,hk,Service,postgresql:financialtransaction,hk,DB
financialtransaction,sg,Service,awx-account-service-rw,sg,Service
financialtransaction,hk,Service,kafka:prod_settlement_fusion_fts_transactions,hk,MessageQueue
financialtransaction,hk,Service,pamerchantcenter,hk,Service
financialtransaction,hk,Service,kafka:gcp_hk_prod_issuing_core_banking_grpc_request,hk,MessageQueue
financialtransaction,hk,Service,temporal.api.workflowservice.v1.WorkflowService,hk,Service
financialtransaction,nl,Service,kafka:prod_settlement_fusion_fts_transactions,nl,MessageQueue
financialtransaction,sg,Service,kafka:prod_settlement_fusion_fts_settlement_fee,sg,MessageQueue
financialtransaction,hk,Service,riskreserve,hk,Service
financialtransaction,nl,Service,kafka:prod_settlement_fusion_fts_settlement_batches,nl,MessageQueue
financialtransaction,sg,Service,prod-order-aggregation-service,sg,Service
financialtransaction,hk,Service,kafka:prod_settlement_fusion_fts_settlement_batches,hk,MessageQueue
financialtransaction,nl,Service,redis,nl,DB
firm-wallet-worker,hk,Service,domains.WorkflowGateway,hk,Service
firm-wallet-worker,hk,Service,firm_wallet.wallet_service_v1.WalletService,hk,Service
firm-wallet-worker,sg,Service,firm_wallet.wallet_service_v1.WalletService,sg,Service
firm-wallet-worker,sg,Service,domains.WorkflowGateway,sg,Service
fis-query-gateway,sg,Service,postgresql:financialinfra,sg,DB
fis-query-gateway,unknown,Service,accountingservice,sg,Service
fis-query-gateway,sg,Service,redis,unknown,DB
fis-query-gateway,unknown,Service,accountingservice,hk,Service
fis-query-gateway,sg,Service,accountingservice,unknown,Service
fis-query-gateway,unknown,Service,redis,sg,DB
fraud-case,us,Service,postgresql:fraudcase,us,DB
fraud-case,sg,Service,postgresql:fraudcase,sg,DB
fraud-case,us,Service,kafka:gcp_us_prod_fraud_case_update_event_topic,unknown,MessageQueue
fraud-case,hk,Service,postgresql:fraudcase,hk,DB
fraud-case,sg,Service,kafka:gcp_sg_prod_fraud_case_update_event_topic,sg,MessageQueue
fraud-case,nl,Service,kafka:gcp_nl_prod_fraud_case_update_event_topic,nl,MessageQueue
fraud-case,nl,Service,postgresql:fraudcase,nl,DB
fraud-case,hk,Service,kafka:gcp_hk_prod_fraud_case_update_event_topic,hk,MessageQueue
fraud-detection,hk,Service,kafka:gcp_hk_prod_pa.pre_fraud_transaction_events,hk,MessageQueue
fraud-detection,us,Service,kafka:gcp_us_prod_pa.pre_fraud_transaction_events,us,MessageQueue
fraud-detection,us,Service,kafka:gcp_us_prod_fraud_provider_response_creation_event_topic,unknown,MessageQueue
fraud-detection,nl,Service,redis,nl,DB
fraud-detection,nl,Service,kafka:gcp_nl_prod_fraud_case_creation_event_topic,nl,MessageQueue
fraud-detection,hk,Service,fraud-management,hk,Service
fraud-detection,sg,Service,kafka:gcp_sg_prod_fraud_provider_response_creation_event_topic,sg,MessageQueue
fraud-detection,nl,Service,risk-decision-service,nl,Service
fraud-detection,nl,Service,kafka:gcp_nl_prod_pa.pre_fraud_transaction_events,nl,MessageQueue
fraud-detection,hk,Service,kafka:gcp_hk_prod_fraud_case_creation_event_topic,hk,MessageQueue
fraud-detection,sg,Service,kafka:gcp_sg_prod_pa.post_fraud_transaction_events,sg,MessageQueue
fraud-detection,nl,Service,kafka:gcp_nl_prod_pa.post_fraud_transaction_events,nl,MessageQueue
fraud-detection,us,Service,risk-decision-service,us,Service
fraud-detection,sg,Service,kafka:gcp_sg_prod_fraud_case_creation_event_topic,sg,MessageQueue
fraud-detection,unknown,Service,awx-account-service-sg-ro,us,Service
fraud-detection,hk,Service,kafka:gcp_hk_prod_fraud_provider_response_creation_event_topic,hk,MessageQueue
fraud-detection,us,Service,kafka:gcp_us_prod_pa.post_fraud_transaction_events,unknown,MessageQueue
fraud-detection,sg,Service,risk-data-service,sg,Service
fraud-detection,nl,Service,v1.EventService,nl,Service
fraud-detection,us,Service,awx-account-service-sg-ro,sg,Service
fraud-detection,nl,Service,kafka:gcp_nl_prod_fraud_provider_response_creation_event_topic,nl,MessageQueue
fraud-detection,hk,Service,v1.EventService,hk,Service
fraud-detection,hk,Service,kafka:gcp_hk_prod_pa.post_fraud_transaction_events,hk,MessageQueue
fraud-detection,us,Service,redis,us,DB
fraud-detection,sg,Service,v1.EventService,sg,Service
fraud-detection,nl,Service,risk-data-service,nl,Service
fraud-detection,hk,Service,awx-account-service-ro,alihk,Service
fraud-detection,us,Service,risk-data-service,us,Service
fraud-detection,us,Service,kafka:gcp_us_prod_fraud_case_creation_event_topic,unknown,MessageQueue
fraud-detection,sg,Service,kafka:gcp_sg_prod_pa.pre_fraud_transaction_events,sg,MessageQueue
fraud-detection,hk,Service,risk-kyb-service,hk,Service
fraud-detection,sg,Service,awx-account-service,sg,Service
fraud-detection,hk,Service,risk-decision-service,hk,Service
fraud-detection,hk,Service,redis,hk,DB
fraud-detection,us,Service,v1.EventService,us,Service
fraud-detection,sg,Service,fraud-management,sg,Service
fraud-detection,nl,Service,awx-account-service,nl,Service
fraud-detection,sg,Service,redis,sg,DB
fraud-detection,hk,Service,risk-data-service,alihk,Service
fraud-detection,sg,Service,risk-decision-service,sg,Service
fraud-management,us,Service,postgresql:fraudmanagement,us,DB
fraud-management,hk,Service,postgresql:fraudmanagement,hk,DB
fraud-management,sg,Service,postgresql:fraudmanagement,sg,DB
fraud-management,nl,Service,postgresql:fraudmanagement,nl,DB
fx-event-demux,unknown,Service,kafka:awx.execution.client.trade.captured.remote,unknown,MessageQueue
fx-event-demux,unknown,Service,kafka:awx.execution.aggregation.events.remote,unknown,MessageQueue
fx-event-demux,unknown,Service,kafka:awx.venue.execution.events.remote,unknown,MessageQueue
fx-event-demux,unknown,Service,kafka:awx.fx.gtpn.bridge.payout.order.v2.1,unknown,MessageQueue
fx-event-demux,unknown,Service,kafka:awx.execution.monitor.aggregation.summary.events.remote,unknown,MessageQueue
fx-event-demux,unknown,Service,kafka:awx.venue.order.events.remote,unknown,MessageQueue
fx-event-demux,unknown,Service,kafka:awx.execution.execution.events.remote,unknown,MessageQueue
fx-event-demux,unknown,Service,kafka:awx.execution.trade.captured.remote,unknown,MessageQueue
fx-event-mux,unknown,Service,kafka:awx.fx.event.multiplex.v2.sg.gcp,unknown,MessageQueue
fx-event-mux,unknown,Service,kafka:awx.fx.event.multiplex.v2.us.gcp,unknown,MessageQueue
fx-event-mux,unknown,Service,kafka:awx.fx.event.multiplex.v2.nl.gcp,unknown,MessageQueue
fx-event-mux,unknown,Service,kafka:awx.fx.event.multiplex.v2.hk.gcp,unknown,MessageQueue
gcp-prod-hk-fx-public-api,hk,Service,ali-prod-hk-timeseries-api,hk,Service
gcp-prod-hk-mcp-api,hk,Service,gcp-prod-hk-mcp-quote-service,hk,Service
gcp-prod-sg-airstream-api,sg,Service,gcp-prod-sg-airstream-api,sg,Service
gcp-prod-sg-airstream-bridge,sg,Service,kafka:awx.airstream.retention.events,unknown,MessageQueue
gcp-prod-sg-billing-center-publisher,sg,Service,kafka:midas_record_topic,unknown,MessageQueue
gcp-prod-sg-conversion-api,sg,Service,prod-core-banking-api-gateway,sg,Service
gcp-prod-sg-conversion-api,sg,Service,kafka:awx.fx.request.intent.captured.conversion,unknown,MessageQueue
gcp-prod-sg-conversion-api,sg,Service,apptransactionservice,sg,Service
gcp-prod-sg-conversion-api,sg,Service,gcp-prod-sg-quote-api,sg,Service
gcp-prod-sg-conversion-api,sg,Service,kafka:awx.fx.constructed.quote.captured.conversion,unknown,MessageQueue
gcp-prod-sg-conversion-api,sg,Service,kafka:awx.fx.error.response.captured.conversion,unknown,MessageQueue
gcp-prod-sg-conversion-api,sg,Service,prod-client-wallet-v2,sg,Service
gcp-prod-sg-conversion-api,sg,Service,postgresql:conversions,unknown,DB
gcp-prod-sg-conversion-api,sg,Service,redis,unknown,DB
gcp-prod-sg-fx-dashboard-api,sg,Service,postgresql:fx_dashboard_api,unknown,DB
gcp-prod-sg-fx-order-graphql-api,sg,Service,gcp-prod-sg-order-api,sg,Service
gcp-prod-sg-fx-public-api,sg,Service,gcp-prod-sg-timeseries-api,sg,Service
gcp-prod-sg-gtpn-bridge,sg,Service,kafka:awx.fx.gtpn.bridge.payout.order.v2.1,unknown,MessageQueue
gcp-prod-sg-mcp-api,sg,Service,gcp-prod-sg-mcp-quote-service,sg,Service
gcp-prod-sg-open-position-api,sg,Service,prod-subwallet-management-api,sg,Service
gcp-prod-sg-order-api,sg,Service,postgresql:fxorders,unknown,DB
gcp-prod-sg-position-keeper,sg,Service,kafka:awx-net-position-stream-v2-net-position-store-repartition,unknown,MessageQueue
gcp-prod-sg-position-keeper,sg,Service,kafka:awx-client-position-blotter-client-position-store-changelog,unknown,MessageQueue
gcp-prod-sg-position-keeper,sg,Service,kafka:awx-risk-position-blotter-risk-position-store-v2-changelog,unknown,MessageQueue
gcp-prod-sg-position-keeper,sg,Service,kafka:awx.execution.position.v2,unknown,MessageQueue
gcp-prod-sg-position-keeper,sg,Service,kafka:awx.execution.blotter.position.risk,unknown,MessageQueue
gcp-prod-sg-position-keeper,sg,Service,kafka:awx-net-position-stream-v2-net-position-store-changelog,unknown,MessageQueue
gcp-prod-sg-position-keeper,sg,Service,kafka:awx.execution.blotter.position.client,unknown,MessageQueue
gcp-prod-sg-position-keeper,sg,Service,kafka:awx-client-position-blotter-client-position-store-repartition,unknown,MessageQueue
gcp-prod-sg-position-keeper,sg,Service,kafka:awx.execution.blotter.events,unknown,MessageQueue
gcp-prod-sg-pricing-api,sg,Service,kafka:awx.notification.alert_event,unknown,MessageQueue
gcp-prod-sg-pricing-api,sg,Service,prod-client-wallet-v2,sg,Service
gcp-prod-sg-pricing-api,sg,Service,redis,unknown,DB
gcp-prod-sg-refinitiv-wsock-adapter,sg,Service,kafka:awx.pricing.lp_price.live.refinitiv,unknown,MessageQueue
gcp-prod-sg-revenue-control-api,sg,Service,postgresql:revenue,unknown,DB
gcp-prod-sg-scb-scale-adapter-v2,sg,Service,kafka:awx.pricing.lp_price.carded,unknown,MessageQueue
gcp-prod-sg-settlement-api,sg,Service,postgresql:fxsettlement,unknown,DB
gcp-prod-sg-timeseries-api,sg,Service,postgresql:pricing_engine,unknown,DB
gcp-prod-sg-timeseries-api,sg,Service,postgresql:pricing,unknown,DB
gcp-prod-sg-trade-event-transformer,sg,Service,kafka:awx.execution.trade.captured.all,unknown,MessageQueue
gcp-prod-sg-trade-event-transformer,sg,Service,kafka:awx.execution.trade.captured,unknown,MessageQueue
gcp-prod-sg-trading-api,sg,Service,kafka:awx.execution.client.trade.captured,unknown,MessageQueue
gcp-prod-syd-macq-fix-adapter,unknown,Service,kafka:awx.venue.execution.events,unknown,MessageQueue
gcp-prod-us-trading-api,unknown,Service,kafka:awx.execution.client.trade.captured,unknown,MessageQueue
getpaidinvoice,nl,Service,postgresql:getpaidinvoice,nl,DB
getpaidinvoice,sg,Service,redis,sg,DB
getpaidinvoice,us,Service,postgresql:getpaidinvoice,us,DB
getpaidinvoice,sg,Service,postgresql:getpaidinvoice,sg,DB
getpaidinvoice,nl,Service,redis,nl,DB
getpaidinvoice,hk,Service,app-midas-api,hk,Service
getpaidinvoice,us,Service,redis,us,DB
getpaidinvoice,hk,Service,postgresql:getpaidinvoice,hk,DB
getpaidinvoice,hk,Service,redis,hk,DB
getpaidinvoicepayment,hk,Service,pagateway,hk,Service
getpaidinvoicepayment,hk,Service,postgresql:getpaidinvoicepayment,hk,DB
getpaidinvoicepayment,us,Service,postgresql:getpaidinvoicepayment,us,DB
getpaidinvoicepayment,nl,Service,postgresql:getpaidinvoicepayment,nl,DB
getpaidinvoicepayment,sg,Service,postgresql:getpaidinvoicepayment,sg,DB
getpaidinvoicepayment,hk,Service,kafka:gcp_hk_prod.acquiring.getpaid.invoice_payment.0,hk,MessageQueue
getpaidmerchantproduct,hk,Service,postgresql:getpaidmerchantproduct,hk,DB
