serviceName,region,label
kafka:prod_settlement_fusion_fts_transactions,hk,MessageQueue
kafka:prod_settlement_fusion_fts_transactions,nl,MessageQueue
kafka:prod_settlement_fusion_fts_transactions,sg,MessageQueue
kafka:prod_sme.marketplace.store.create,hk,MessageQueue
kafka:ref-rates-consumer-REFINITIV-KTABLE-SUPPRESS-STATE-STORE-0000000005-changelog,unknown,MessageQueue
kafka:ref-rates-consumer-REFINITIV-reference-rate-window-store-changelog,unknown,MessageQueue
kafka:ref-rates-consumer-SCB_S2BX-KTABLE-SUPPRESS-STATE-STORE-0000000005-changelog,unknown,MessageQueue
kafka:ref-rates-consumer-SCB_S2BX-reference-rate-window-store-changelog,unknown,MessageQueue
kafka:ref-rates-consumer-eu-REFINITIV-KTABLE-SUPPRESS-STATE-STORE-0000000005-changelog,unknown,MessageQueue
kafka:ref-rates-consumer-eu-REFINITIV-reference-rate-window-store-changelog,unknown,MessageQueue
kafka:ref-rates-consumer-eu-SCB_S2BX-KTABLE-SUPPRESS-STATE-STORE-0000000005-changelog,unknown,MessageQueue
kafka:ref-rates-consumer-eu-SCB_S2BX-reference-rate-window-store-changelog,unknown,MessageQueue
kafka:wallet-balance-monitor-prod-wallet-balance-store-changelog,hk,MessageQueue
kafka:wallet-balance-monitor-prod-wallet-balance-store-changelog,sg,MessageQueue
ledgerpb.Ledger,hk,Service
ledgerpb.Ledger,sg,Service
loanservice,hk,Service
loanservice,sg,Service
location-service,hk,Service
location-service,nl,Service
location-service,sg,Service
location-service,us,Service
mcp-booking-processor,unknown,Service
mlfeaturestore,hk,Service
mlfeaturestore,nl,Service
mlfeaturestore,sg,Service
mlfeaturestore,us,Service
mobile-facade,hk,Service
mobile-facade,sg,Service
moneyhouseservice,hk,Service
moneyhouseservice,sg,Service
netsuiteauth,hk,Service
netsuiteauth,sg,Service
notification-engine,unknown,Service
notification-management,hk,Service
notification-management,nl,Service
notification-management,sg,Service
notification-webhook,hk,Service
notification-webhook,nl,Service
notification-webhook,sg,Service
notification-webhook,us,Service
notificationchannels,hk,Service
notificationchannels,nl,Service
notificationchannels,sg,Service
notificationchannels,unknown,Service
oauth-service,hk,Service
oauth-service,sg,Service
onboarding-service,hk,Service
onboarding-service,sg,Service
onlinepaymentfeedsservice,hk,Service
opentelemetry.proto.collector.trace.v1.TraceService,hk,Service
opentelemetry.proto.collector.trace.v1.TraceService,sg,Service
order-notifier,unknown,Service
order-processor,unknown,Service
order-triggerer,unknown,Service
ordercollectiongraphql,hk,Service
other_sql:yugabytedb:,hk,DB
other_sql:yugabytedb:,sg,DB
paaccountrange,hk,Service
paaccountrange,nl,Service
paaccountrange,sg,Service
paaccountrange,us,Service
paadaptorairwallexpay,hk,Service
paadaptorairwallexpay,nl,Service
paadaptorairwallexpay,sg,Service
paadaptorairwallexpay,us,Service
paadaptoralipay,hk,Service
paadaptoralipay,nl,Service
paadaptoralipay,sg,Service
paadaptoralipay,us,Service
paadaptorapplepay,hk,Service
paadaptorapplepay,nl,Service
paadaptorapplepay,sg,Service
paadaptorapplepay,us,Service
paadaptoratome,hk,Service
paadaptoratome,nl,Service
paadaptoratome,sg,Service
paadaptoratome,us,Service
paadaptordirectdebit,hk,Service
paadaptordirectdebit,nl,Service
paadaptordirectdebit,sg,Service
paadaptordirectdebit,us,Service
paadaptorfps,hk,Service
paadaptorfps,nl,Service
paadaptorfps,sg,Service
paadaptorfps,unknown,Service
paadaptorfps,us,Service
paadaptorkcp,hk,Service
paadaptorkcp,nl,Service
paadaptorkcp,sg,Service
paadaptorkcp,us,Service
paadaptorklarna,hk,Service
paadaptorklarna,nl,Service
paadaptorklarna,sg,Service
paadaptorklarna,us,Service
paadaptormastercard,hk,Service
paadaptormastercard,nl,Service
paadaptormastercard,sg,Service
paadaptormolpay,hk,Service
paadaptormolpay,nl,Service
paadaptormolpay,sg,Service
paadaptormolpay,us,Service
paadaptorppro,hk,Service
paadaptorppro,nl,Service
paadaptorppro,sg,Service
paadaptorppro,us,Service
paadaptorvalitor,nl,Service
paadaptorvisa,hk,Service
paadaptorvisa,nl,Service
paadaptorvisa,sg,Service
paadaptorwxpay,hk,Service
paadaptorwxpay,nl,Service
paadaptorwxpay,sg,Service
paairboardgraphql,hk,Service
paairboardgraphql,nl,Service
paairboardgraphql,sg,Service
paairboardgraphql,us,Service
paamexonboarding,hk,Service
paamexonboarding,nl,Service
paamexonboarding,sg,Service
pabulkjobrunner,hk,Service
pabulkjobrunner,nl,Service
pabulkjobrunner,sg,Service
pabulkjobrunner,us,Service
pacard3ds,hk,Service
pacard3ds,nl,Service
pacard3ds,sg,Service
pacard3ds,us,Service
pacardauthorizationprocessor,hk,Service
pacardauthorizationprocessor,nl,Service
pacardauthorizationprocessor,sg,Service
pacardauthorizationprocessor,unknown,Service
pacardauthorizationprocessor,us,Service
pacardcostcalculation,hk,Service
pacardcostcalculation,nl,Service
pacardcostcalculation,sg,Service
pacardcostmanagement,hk,Service
pacardcostmanagement,nl,Service
pacardcostmanagement,sg,Service
pacheckoutui,hk,Service
pacheckoutui,nl,Service
pacheckoutui,sg,Service
pacheckoutuicanary,hk,Service
pacitpcigatewayairproap,unknown,Service
pacitpcigatewayairproeu,nl,Service
pacitpcigatewayairproeu,sg,Service
pacitpcigatewayairprous,unknown,Service
paclearingfileprocessoramex,hk,Service
paclearingfileprocessoramex,nl,Service
paclearingfileprocessoramex,sg,Service
paclearinghouse,hk,Service
paclearinghouse,nl,Service
paclearinghouse,sg,Service
paclearinghouse,us,Service
paclearingprocessorjcb,hk,Service
paclearingprocessorjcb,sg,Service
paclearingprocessorjpmorgan,us,Service
paconfigcenter,hk,Service
paconfigcenter,nl,Service
paconfigcenter,sg,Service
paconfigcenter,unknown,Service
paconfigcenter,us,Service
pacore,hk,Service
pacore,nl,Service
pacore,sg,Service
pacore,us,Service
pacustomsdeclaration,hk,Service
pacustomsdeclaration,nl,Service
pacustomsdeclaration,sg,Service
padataquery,hk,Service
padataquery,nl,Service
padataquery,sg,Service
padataquery,us,Service
padatasummary,hk,Service
padatasummary,nl,Service
padatasummary,sg,Service
padatasummary,us,Service
padispute,hk,Service
padispute,nl,Service
padispute,sg,Service
padispute,us,Service
paexecutorcard,hk,Service
paexecutorcard,nl,Service
paexecutorcard,sg,Service
paexecutorcard,unknown,Service
paexecutorcard,us,Service
paexecutorwallet,hk,Service
paexecutorwallet,nl,Service
paexecutorwallet,sg,Service
paexecutorwallet,us,Service
paexperimentconfigurationpersistence,hk,Service
paexperimentconfigurationpersistence,nl,Service
paexperimentconfigurationpersistence,sg,Service
paexperimentconfigurationpersistence,us,Service
paexperimentengine,hk,Service
paexperimentengine,nl,Service
paexperimentengine,sg,Service
paexperimentengine,us,Service
paexternalpanimporter,hk,Service
paexternalpanimporter,nl,Service
paexternalpanimporter,sg,Service
paexternalpanimporter,us,Service
paexternalsettlement,hk,Service
paexternalsettlement,nl,Service
paexternalsettlement,sg,Service
paexternalsettlement,us,Service
pafilealipay,hk,Service
pafilealipay,nl,Service
pafilealipay,sg,Service
pafilealipay,us,Service
pafilegatewayairwallexpay,hk,Service
pafilegatewayairwallexpay,nl,Service
pafilegatewayairwallexpay,sg,Service
pafilegatewayairwallexpay,us,Service
pafilegatewayatome,hk,Service
pafilegatewayatome,nl,Service
pafilegatewayatome,sg,Service
pafilegatewayatome,us,Service
pafilegatewaykcp,hk,Service
pafilegatewaykcp,nl,Service
pafilegatewaykcp,sg,Service
pafilegatewaykcp,us,Service
pafilegatewayklarna,hk,Service
pafilegatewayklarna,nl,Service
pafilegatewayklarna,sg,Service
pafilegatewayklarna,us,Service
pafilegatewaymolpay,hk,Service
pafilegatewaymolpay,nl,Service
pafilegatewaymolpay,sg,Service
pafilegatewaymolpay,us,Service
pafilegatewayppro,hk,Service
pafilegatewayppro,nl,Service
pafilegatewayppro,sg,Service
pafilegatewayppro,us,Service
pafilegatewaywxpay,hk,Service
pafilegatewaywxpay,nl,Service
pafilegatewaywxpay,sg,Service
pafileprocessorupi,hk,Service
pafileprocessorupi,nl,Service
pafileprocessorupi,sg,Service
pafinance,hk,Service
pafinance,nl,Service
pafinance,sg,Service
pafinance,us,Service
pafraudreportvisa,hk,Service
pafraudreportvisa,nl,Service
pafraudreportvisa,sg,Service
paftsproxy,nl,Service
pafundsplits,hk,Service
pafundsplits,nl,Service
pafundsplits,sg,Service
pafundsplits,us,Service
pafusionapp,hk,Service
pafusionapp,nl,Service
pafusionapp,sg,Service
pafusionapp,us,Service
pafx,hk,Service
pafx,nl,Service
pafx,sg,Service
pafx,us,Service
pagateway,hk,Service
pagateway,nl,Service
pagateway,sg,Service
pagateway,us,Service
pagetpaidgraphql,hk,Service
pagetpaidgraphql,sg,Service
pamailmastercard,sg,Service
pamccostengine,hk,Service
pamccostengine,nl,Service
pamccostengine,sg,Service
pamerchantcenter,hk,Service
pamerchantcenter,nl,Service
pamerchantcenter,sg,Service
pamerchantcenter,us,Service
pamerchantevent,hk,Service
pamerchantevent,nl,Service
pamerchantevent,sg,Service
pamerchantevent,us,Service
pamockvisa,hk,Service
pamockvisa,nl,Service
pamockvisa,sg,Service
paonboarding,hk,Service
paonboarding,nl,Service
paonboarding,sg,Service
paonboarding,us,Service
paonboardingjpmorgan,us,Service
paonboardingmastercard,hk,Service
paonboardingmastercard,nl,Service
paonboardingmastercard,sg,Service
papaymentcaptureprocessor,hk,Service
papaymentcaptureprocessor,nl,Service
papaymentcaptureprocessor,sg,Service
papaymentcaptureprocessor,us,Service
papaymentlink,hk,Service
papaymentlink,nl,Service
papaymentlink,sg,Service
papaymentlink,us,Service
papaymentmethods,hk,Service
papaymentmethods,sg,Service
papciadaptormastercard,hk,Service
papciadaptormastercard,nl,Service
papciadaptormastercard,sg,Service
papciadaptorvisa,hk,Service
papciadaptorvisa,nl,Service
papciadaptorvisa,sg,Service
papcidisputemastercard,hk,Service
papcidisputemastercard,nl,Service
papcidisputemastercard,sg,Service
papcidisputevisa,hk,Service
papcidisputevisa,nl,Service
papcidisputevisa,sg,Service
papciexternalpanprocessor,hk,Service
papciexternalpanprocessor,nl,Service
papciexternalpanprocessor,sg,Service
papciexternalpanprocessor,us,Service
papcifilegatewaycard,hk,Service
papcifilegatewaycard,nl,Service
papcifilegatewaycard,sg,Service
papcifilegatewaycard,us,Service
papcifilegatewaymastercard,hk,Service
papcifilegatewaymastercard,nl,Service
papcifilegatewaymastercard,sg,Service
papciiso8583proxyupiau,hk,Service
papciiso8583proxyupiau,sg,Service
papciiso8583proxyupihk,hk,Service
papciiso8583proxyupihk,sg,Service
papciiso8583proxyupinl,nl,Service
papciiso8583proxyupisg,hk,Service
papciiso8583proxyupisg,sg,Service
papciiso8583proxyupiuk,nl,Service
papcitokenservicedigitalwallet,hk,Service
papcitokenservicedigitalwallet,nl,Service
papcitokenservicedigitalwallet,sg,Service
papcitokenservicedigitalwallet,unknown,Service
papcitokenservicedigitalwallet,us,Service
papcitransactionprocessorjcb,hk,Service
papcitransactionprocessorjcb,sg,Service
papcitransactionprocessorjpmorgan,unknown,Service
papcitransactionprocessorjpmorgan,us,Service
papcitransactionprocessorvalitor,nl,Service
papcitransactionprocessorvisa,hk,Service
papcitransactionprocessorvisa,nl,Service
papcitransactionprocessorvisa,sg,Service
papcitxnprocessoramex,hk,Service
papcitxnprocessoramex,nl,Service
papcitxnprocessoramex,sg,Service
papcitxnprocessorupi,hk,Service
papcitxnprocessorupi,nl,Service
papcitxnprocessorupi,sg,Service
papluginlogs,hk,Service
paprechargebackonboarding,hk,Service
paprechargebackonboarding,nl,Service
paprechargebackonboarding,sg,Service
paprechargebackonboarding,us,Service
pareconciliation,hk,Service
pareconciliation,nl,Service
pareconciliation,sg,Service
pareconciliation,us,Service
paredirect,hk,Service
paredirect,nl,Service
paredirect,sg,Service
paredirect,us,Service
pareferencefileprocessoramex,hk,Service
pareferencefileprocessoramex,nl,Service
pareferencefileprocessoramex,sg,Service
pareferencefileprocessorjcb,hk,Service
pareferencefileprocessorjcb,sg,Service
pareferencefileprocessormastercard,hk,Service
pareferencefileprocessormastercard,nl,Service
pareferencefileprocessormastercard,sg,Service
pareferencefileprocessorvisa,hk,Service
pareferencefileprocessorvisa,nl,Service
pareferencefileprocessorvisa,sg,Service
pareportgeneration,unknown,Service
paroutingengine,hk,Service
paroutingengine,nl,Service
paroutingengine,sg,Service
paroutingengine,us,Service
paschedule,hk,Service
paschedule,nl,Service
paschedule,sg,Service
paschedule,us,Service
paschedulerupi,hk,Service
paschedulerupi,nl,Service
paschedulerupi,sg,Service
paselfonboarding,hk,Service
paselfonboarding,nl,Service
paselfonboarding,sg,Service
patokeninterceptor,hk,Service
patokeninterceptor,nl,Service
patokeninterceptor,sg,Service
patokeninterceptor,us,Service
patokenservice,hk,Service
patokenservice,nl,Service
patokenservice,sg,Service
patokenservice,unknown,Service
patokenservice,us,Service
patspgateway,hk,Service
patspgateway,nl,Service
patspgateway,sg,Service
patspgateway,us,Service
patspnotificationhook,hk,Service
patsponboardgateway,hk,Service
patsponboardgateway,nl,Service
patsponboardgateway,sg,Service
patsponboardgateway,us,Service
patsprequestormanagement,hk,Service
patsprequestormanagement,nl,Service
patsprequestormanagement,sg,Service
patsprequestormanagement,us,Service
pavisacostengine,hk,Service
pavisacostengine,nl,Service
pavisacostengine,sg,Service
pavisaetl,hk,Service
pavisaetl,nl,Service
pavisaetl,sg,Service
pawalletverification,hk,Service
pawalletverification,nl,Service
pawalletverification,sg,Service
pawalletverification,us,Service
pawebappgraphql,hk,Service
pawebappgraphql,nl,Service
pawebappgraphql,sg,Service
pawebhookairwallexpay,hk,Service
pawebhookairwallexpay,nl,Service
pawebhookairwallexpay,sg,Service
pawebhookairwallexpay,us,Service
pawebhookalipay,hk,Service
pawebhookalipay,nl,Service
pawebhookalipay,sg,Service
pawebhookalipay,us,Service
pawebhookatome,hk,Service
pawebhookatome,nl,Service
pawebhookatome,sg,Service
pawebhookatome,us,Service
pawebhookdirectdebit,hk,Service
pawebhookdirectdebit,nl,Service
pawebhookdirectdebit,sg,Service
pawebhookdirectdebit,us,Service
pawebhookfps,hk,Service
pawebhookfps,nl,Service
pawebhookfps,sg,Service
pawebhookfps,us,Service
pawebhookkcp,hk,Service
pawebhookkcp,nl,Service
pawebhookkcp,sg,Service
pawebhookkcp,us,Service
pawebhookklarna,hk,Service
pawebhookklarna,nl,Service
pawebhookklarna,sg,Service
pawebhookklarna,us,Service
pawebhookmolpay,hk,Service
pawebhookmolpay,nl,Service
pawebhookmolpay,sg,Service
pawebhookmolpay,us,Service
pawebhookppro,hk,Service
pawebhookppro,nl,Service
pawebhookppro,sg,Service
pawebhookppro,us,Service
pawebhookwxpay,hk,Service
pawebhookwxpay,nl,Service
pawebhookwxpay,sg,Service
paymentsysteminfo,hk,Service
paymentsysteminfo,sg,Service
payoutgraphql,hk,Service
payoutgraphql,sg,Service
payoutorder,hk,Service
payoutorder,sg,Service
platform-backend-trunkflow-test-service,hk,Service
platform-backend-trunkflow-test-service,sg,Service
platform-tooling-service,hk,Service
platform-tooling-service,sg,Service
platform-tooling-service,unknown,Service
position-adjustment-generator,unknown,Service
position-adjustment-scheduler,unknown,Service
position-reconciliation-service,unknown,Service
postgresql:accounting,hk,DB
postgresql:accounting,sg,DB
postgresql:airboard_ng_api,alihk,DB
postgresql:airboard_ng_api,sg,DB
postgresql:airboardngauth,sg,DB
postgresql:airboardngworkflowservice,hk,DB
postgresql:airwallexpayclearing,sg,DB
postgresql:airwallexpayservice,hk,DB
postgresql:airwallexpayservice,sg,DB
postgresql:amazonpaymentproviderservice,hk,DB
postgresql:amazonpsppenrollment,hk,DB
postgresql:amazonpsppenrollment,sg,DB
postgresql:appbankaccountverificationservice,hk,DB
postgresql:appbankaccountverificationservice,sg,DB
postgresql:appcreditvalidationservice,hk,DB
postgresql:appdirectdebitservice,hk,DB
postgresql:appdirectdebitservice,sg,DB
postgresql:appinternaltreasury,sg,DB
postgresql:appliquidityforecast,sg,DB
postgresql:appmhtreasuryservice,hk,DB
postgresql:appmhtreasuryservice,sg,DB
postgresql:appvalidationservice,sg,DB
postgresql:authapi,hk,DB
postgresql:authapi,sg,DB
postgresql:authorisation,alihk,DB
postgresql:authorisation,hk,DB
postgresql:authorisation,nl,DB
postgresql:authorisation,sg,DB
postgresql:authorisation,us,DB
postgresql:awx_scale,sg,DB
postgresql:balancenotification,hk,DB
postgresql:balancenotification,sg,DB
postgresql:bankaccountvalidationservice,hk,DB
postgresql:bankfeedsintegration,hk,DB
postgresql:batchpayments,hk,DB
postgresql:batchpayments,sg,DB
postgresql:billing,hk,DB
postgresql:billing,sg,DB
postgresql:billing_config,hk,DB
postgresql:billing_config,sg,DB
postgresql:billpay,hk,DB
postgresql:billpay,sg,DB
postgresql:campaignservice,hk,DB
postgresql:campaignservice,sg,DB
postgresql:categorization,hk,DB
postgresql:categorization,sg,DB
postgresql:chinapay,hk,DB
postgresql:client_ledger,hk,DB
postgresql:client_ledger,sg,DB
postgresql:client_ledger,unknown,DB
postgresql:client_wallet_v3,hk,DB
postgresql:client_wallet_v3,sg,DB
postgresql:clientbankaccountservice,hk,DB
postgresql:clientbankaccountservice,sg,DB
postgresql:compliance,alihk,DB
postgresql:compliance,nl,DB
postgresql:compliance,sg,DB
postgresql:compliance,us,DB
postgresql:conversions,hk,DB
postgresql:conversions,unknown,DB
postgresql:creditadvice,hk,DB
postgresql:creditadvice,sg,DB
postgresql:currencycloud,hk,DB
postgresql:customaccountingdata,hk,DB
postgresql:customaccountingdata,sg,DB
postgresql:depositservice,hk,DB
postgresql:depositservice,sg,DB
postgresql:draftprocessing,hk,DB
postgresql:draftprocessing,sg,DB
postgresql:ecommercedataservice,hk,DB
postgresql:ecosystemappservice,hk,DB
postgresql:enrollment,hk,DB
postgresql:enrollment,sg,DB
postgresql:entrepots,unknown,DB
postgresql:et_awx_ocs,hk,DB
postgresql:et_awx_ocs,sg,DB
postgresql:expenses,hk,DB
postgresql:expenses,sg,DB
postgresql:extraction,hk,DB
postgresql:extraction,sg,DB
postgresql:fee_engine,hk,DB
postgresql:fee_engine,sg,DB
postgresql:financialinfra,sg,DB
postgresql:financialtransaction,hk,DB
postgresql:financialtransaction,nl,DB
postgresql:financialtransaction,sg,DB
postgresql:fraudcase,hk,DB
postgresql:fraudcase,nl,DB
postgresql:fraudcase,sg,DB
postgresql:fraudcase,us,DB
postgresql:fraudmanagement,hk,DB
postgresql:fraudmanagement,nl,DB
postgresql:fraudmanagement,sg,DB
postgresql:fraudmanagement,us,DB
postgresql:fundingsourceservice,hk,DB
postgresql:fundingsourceservice,sg,DB
postgresql:fx_dashboard_api,hk,DB
postgresql:fx_dashboard_api,unknown,DB
postgresql:fxorders,hk,DB
postgresql:fxorders,unknown,DB
postgresql:fxsettlement,hk,DB
postgresql:fxsettlement,unknown,DB
postgresql:getpaidinvoice,hk,DB
postgresql:getpaidinvoice,nl,DB
postgresql:getpaidinvoice,sg,DB
postgresql:getpaidinvoice,us,DB
postgresql:getpaidinvoicepayment,hk,DB
postgresql:getpaidinvoicepayment,nl,DB
postgresql:getpaidinvoicepayment,sg,DB
postgresql:getpaidinvoicepayment,us,DB
postgresql:getpaidmerchantproduct,hk,DB
postgresql:getpaidmerchantproduct,nl,DB
postgresql:getpaidmerchantproduct,sg,DB
postgresql:getpaidmerchantproduct,us,DB
postgresql:getpaidsubscription,hk,DB
postgresql:getpaidsubscription,nl,DB
postgresql:getpaidsubscription,sg,DB
postgresql:getpaidsubscription,us,DB
postgresql:gtpnnotificationservice,hk,DB
postgresql:gtpnnotificationservice,sg,DB
postgresql:gtpntransferservice,hk,DB
postgresql:gtpntransferservice,sg,DB
postgresql:hubspotintegrationservice,hk,DB
postgresql:hubspotintegrationservice,sg,DB
postgresql:idverification,hk,DB
postgresql:inboundgateway,hk,DB
postgresql:inboundgateway,sg,DB
postgresql:individualkyc,hk,DB
postgresql:individualkyc,sg,DB
postgresql:industrycategoryservice,hk,DB
postgresql:industrycategoryservice,sg,DB
postgresql:integrationsauthmanagement,hk,DB
postgresql:integrationsauthmanagement,sg,DB
postgresql:iss-authorization-service,sg,DB
postgresql:iss-authorization-service,us,DB
postgresql:iss-dtoken-service,sg,DB
postgresql:iss-dtoken-service,us,DB
postgresql:iss-pci-authorization-service,sg,DB
postgresql:iss-pci-authorization-service,us,DB
postgresql:iss-reconciliation-service,us,DB
postgresql:iss-remote-auth-service,sg,DB
postgresql:iss-remote-auth-service,us,DB
postgresql:iss-transaction-views-service,sg,DB
postgresql:iss-transaction-views-service,us,DB
postgresql:iss3dsservice,sg,DB
postgresql:iss3dsservice,us,DB
postgresql:isscardholderservice,sg,DB
postgresql:isscardholderservice,us,DB
postgresql:isscardservice,sg,DB
postgresql:isscardservice,us,DB
postgresql:isspcicardmgt,sg,DB
postgresql:isspcicardservice,sg,DB
postgresql:isspcicardservice,us,DB
postgresql:isspcitokenmapperservice,sg,DB
postgresql:isspcitokenmapperservice,us,DB
postgresql:issreissueservice,sg,DB
postgresql:issreissueservice,us,DB
postgresql:issremotecallgateway,us,DB
postgresql:issriskengine,sg,DB
postgresql:issriskengine,us,DB
postgresql:isstransactionviewsservice,sg,DB
postgresql:isstransactionviewsservice,us,DB
postgresql:issvauservice,us,DB
postgresql:lendingservice,hk,DB
postgresql:lendingservice,sg,DB
postgresql:lhv,hk,DB
postgresql:loanservice,hk,DB
postgresql:loanservice,sg,DB
postgresql:midas,hk,DB
postgresql:midas,sg,DB
postgresql:mlmetricplatform,hk,DB
postgresql:mlmetricplatform,nl,DB
postgresql:mlmetricplatform,sg,DB
postgresql:mlmetricplatform,us,DB
postgresql:moneyhouseservice,hk,DB
postgresql:moneyhouseservice,sg,DB
postgresql:moneyhouseservice,unknown,DB
postgresql:netsuiteauth,hk,DB
postgresql:oauthservice,hk,DB
postgresql:oauthservice,sg,DB
postgresql:onboardingservice,hk,DB
postgresql:onboardingservice,sg,DB
postgresql:onlinepaymentfeedsservice,hk,DB
postgresql:orderaggregation,hk,DB
postgresql:orderaggregation,sg,DB
postgresql:pa_adaptor,hk,DB
postgresql:pa_adaptor,nl,DB
postgresql:pa_adaptor,sg,DB
postgresql:pa_adaptor_alipay,hk,DB
postgresql:pa_adaptor_alipay,nl,DB
postgresql:pa_adaptor_alipay,sg,DB
postgresql:pa_adaptor_alipay,us,DB
postgresql:pa_adaptor_mastercard,hk,DB
postgresql:pa_adaptor_mastercard,nl,DB
postgresql:pa_adaptor_mastercard,sg,DB
postgresql:pa_adaptor_valitor,nl,DB
postgresql:pa_adaptor_visa,hk,DB
postgresql:pa_adaptor_visa,nl,DB
postgresql:pa_adaptor_visa,sg,DB
postgresql:pa_core,hk,DB
postgresql:pa_core,nl,DB
postgresql:pa_core,sg,DB
postgresql:pa_core,us,DB
postgresql:pa_customs_declaration,hk,DB
postgresql:pa_customs_declaration,nl,DB
postgresql:pa_customs_declaration,sg,DB
postgresql:pa_dispute,hk,DB
postgresql:pa_dispute,nl,DB
postgresql:pa_dispute,sg,DB
postgresql:pa_dispute,us,DB
postgresql:pa_event,hk,DB
postgresql:pa_event,nl,DB
postgresql:pa_event,sg,DB
postgresql:pa_event,us,DB
postgresql:pa_executor,hk,DB
postgresql:pa_executor,nl,DB
postgresql:pa_executor,sg,DB
postgresql:pa_executor,us,DB
postgresql:pa_fusion,hk,DB
postgresql:pa_fusion,nl,DB
postgresql:pa_fusion,sg,DB
postgresql:pa_fusion,us,DB
postgresql:pa_pci_account_range,hk,DB
postgresql:pa_pci_account_range,nl,DB
postgresql:pa_pci_account_range,sg,DB
postgresql:pa_pci_account_range,us,DB
postgresql:pa_pci_adaptor_mastercard,hk,DB
postgresql:pa_pci_adaptor_mastercard,nl,DB
postgresql:pa_pci_adaptor_mastercard,sg,DB
postgresql:pa_pci_adaptor_valitor,nl,DB
postgresql:pa_pci_adaptor_visa,hk,DB
postgresql:pa_pci_adaptor_visa,nl,DB
postgresql:pa_pci_adaptor_visa,sg,DB
postgresql:pa_reconciliation,hk,DB
postgresql:pa_reconciliation,nl,DB
postgresql:pa_reconciliation,sg,DB
postgresql:pa_reconciliation,us,DB
postgresql:pa_schedule,hk,DB
postgresql:pa_schedule,nl,DB
postgresql:pa_schedule,sg,DB
postgresql:pa_schedule,us,DB
postgresql:pa_vault,hk,DB
postgresql:pa_vault,nl,DB
postgresql:pa_vault,sg,DB
postgresql:pa_vault,us,DB
postgresql:paadaptorairwallexpay,hk,DB
postgresql:paadaptorairwallexpay,nl,DB
postgresql:paadaptorairwallexpay,sg,DB
postgresql:paadaptorairwallexpay,us,DB
postgresql:paadaptorapplepay,hk,DB
postgresql:paadaptorapplepay,nl,DB
postgresql:paadaptorapplepay,sg,DB
postgresql:paadaptorapplepay,us,DB
postgresql:paadaptoratome,hk,DB
postgresql:paadaptoratome,nl,DB
postgresql:paadaptoratome,sg,DB
postgresql:paadaptoratome,us,DB
postgresql:paadaptordirectdebit,hk,DB
postgresql:paadaptordirectdebit,nl,DB
postgresql:paadaptordirectdebit,sg,DB
postgresql:paadaptordirectdebit,us,DB
postgresql:paadaptorfps,hk,DB
postgresql:paadaptorfps,nl,DB
postgresql:paadaptorfps,sg,DB
postgresql:paadaptorfps,us,DB
postgresql:paadaptorkcp,hk,DB
postgresql:paadaptorkcp,nl,DB
postgresql:paadaptorkcp,sg,DB
postgresql:paadaptorkcp,us,DB
postgresql:paadaptorklarna,hk,DB
postgresql:paadaptorklarna,nl,DB
postgresql:paadaptorklarna,sg,DB
postgresql:paadaptorklarna,us,DB
postgresql:paadaptormolpay,hk,DB
postgresql:paadaptormolpay,nl,DB
postgresql:paadaptormolpay,sg,DB
postgresql:paadaptormolpay,us,DB
postgresql:paadaptorppro,hk,DB
postgresql:paadaptorppro,nl,DB
postgresql:paadaptorppro,sg,DB
postgresql:paadaptorppro,us,DB
postgresql:paamexonboarding,hk,DB
postgresql:paamexonboarding,nl,DB
postgresql:paamexonboarding,sg,DB
postgresql:pabulkjobrunner,hk,DB
postgresql:pabulkjobrunner,nl,DB
postgresql:pabulkjobrunner,sg,DB
postgresql:pabulkjobrunner,us,DB
postgresql:pacard3ds,hk,DB
postgresql:pacard3ds,nl,DB
postgresql:pacard3ds,sg,DB
postgresql:pacard3ds,us,DB
postgresql:pacardcostcalculation,hk,DB
postgresql:pacardcostcalculation,nl,DB
postgresql:pacardcostcalculation,sg,DB
postgresql:pacardcostmanagement,hk,DB
postgresql:pacardcostmanagement,nl,DB
postgresql:pacardcostmanagement,sg,DB
postgresql:pacitpcigatewayairpro,nl,DB
postgresql:pacitpcigatewayairpro,sg,DB
postgresql:paclearingfileprocessoramex,hk,DB
postgresql:paclearingfileprocessoramex,nl,DB
postgresql:paclearingfileprocessoramex,sg,DB
postgresql:paclearinghouse,hk,DB
postgresql:paclearinghouse,nl,DB
postgresql:paclearinghouse,sg,DB
postgresql:paclearinghouse,us,DB
postgresql:paclearingprocessorjcb,hk,DB
postgresql:paclearingprocessorjcb,sg,DB
postgresql:paclearingprocessorjpmorgan,us,DB
postgresql:padatasummary,hk,DB
postgresql:padatasummary,nl,DB
postgresql:padatasummary,sg,DB
postgresql:padatasummary,us,DB
postgresql:paexperimentconfigurationpersistence,hk,DB
postgresql:paexperimentconfigurationpersistence,nl,DB
postgresql:paexperimentconfigurationpersistence,sg,DB
postgresql:paexperimentconfigurationpersistence,us,DB
postgresql:paexperimentengine,hk,DB
postgresql:paexperimentengine,nl,DB
postgresql:paexperimentengine,sg,DB
postgresql:paexperimentengine,us,DB
postgresql:paexternalpanimporter,hk,DB
postgresql:paexternalpanimporter,nl,DB
postgresql:paexternalpanimporter,sg,DB
postgresql:paexternalpanimporter,us,DB
postgresql:paexternalsettlement,hk,DB
